,Name,Race,Year,Time
10848,Collin BOLER,1500 Metres,2023,0 days 00:03:53.590000
10849,Collin BOLER,1500 Metres,2024,0 days 00:03:41.210000
10850,Mohammed BYBAT,1500 Metres,2015,0 days 00:03:46.640000
10851,Mohammed BYBAT,1500 Metres,2016,0 days 00:03:52.320000
10852,Mohammed BYBAT,1500 Metres,2023,0 days 00:03:43.510000
10853,Mohammed BYBAT,5000 Metres,2014,0 days 00:14:52.720000
10854,Mohammed BYBAT,5000 Metres,2015,0 days 00:15:10.110000
10855,Mohammed BYBAT,5000 Metres,2018,0 days 00:13:54.320000
10856,Mohammed BYBAT,5000 Metres,2022,0 days 00:13:41.330000
10857,Mohammed BYBAT,"10,000 Metres",2014,0 days 00:29:24.350000
10858,Mohammed BYBAT,"10,000 Metres",2023,0 days 00:29:24.690000
10859,Mohammed BYBAT,10 Kilometres Road,2017,0 days 00:30:11
10860,Mohammed BYBAT,10 Kilometres Road,2021,0 days 00:30:16
10861,Mohammed BYBAT,10 Kilometres Road,2022,0 days 00:28:07
10862,Mohammed BYBAT,10 Kilometres Road,2023,0 days 00:29:34
10863,Mohammed BYBAT,Half Marathon,2019,0 days 01:03:19
10864,Mohammed BYBAT,Half Marathon,2020,0 days 01:03:51
10865,Mohammed BYBAT,Half Marathon,2022,0 days 01:01:47
10866,Mohammed BYBAT,Half Marathon,2023,0 days 01:03:15
10867,Asahi KURODA,1500 Metres,2020,0 days 00:03:57.660000
10868,Asahi KURODA,1500 Metres,2021,0 days 00:03:50.210000
10869,Asahi KURODA,1500 Metres,2022,0 days 00:03:52.780000
10870,Asahi KURODA,5000 Metres,2020,0 days 00:14:37.150000
10871,Asahi KURODA,5000 Metres,2021,0 days 00:14:16.480000
10872,Asahi KURODA,5000 Metres,2023,0 days 00:13:52.680000
10873,Asahi KURODA,Half Marathon,2023,0 days 01:03:02
10874,Asahi KURODA,Half Marathon,2024,0 days 01:01:39
10875,Ky ROBINSON,1500 Metres,2019,0 days 00:03:54.010000
10876,Ky ROBINSON,1500 Metres,2020,0 days 00:03:52.730000
10877,Ky ROBINSON,1500 Metres,2023,0 days 00:03:42.990000
10878,Ky ROBINSON,1500 Metres,2024,0 days 00:03:41.560000
10879,Ky ROBINSON,5000 Metres,2019,0 days 00:14:32.830000
10880,Ky ROBINSON,5000 Metres,2021,0 days 00:13:51.530000
10881,Ky ROBINSON,5000 Metres,2022,0 days 00:13:11.530000
10882,Ky ROBINSON,5000 Metres,2023,0 days 00:13:06.420000
10883,Ky ROBINSON,5000 Metres,2024,0 days 00:13:21.990000
10884,Ky ROBINSON,"10,000 Metres",2022,0 days 00:27:44.330000
10885,Ky ROBINSON,"10,000 Metres",2023,0 days 00:27:58.740000
10886,Ky ROBINSON,"10,000 Metres",2024,0 days 00:28:15.120000
10887,Ajay Kumar SAROJ,1500 Metres,2013,0 days 00:04:05.760000
10888,Ajay Kumar SAROJ,1500 Metres,2014,0 days 00:03:46.920000
10889,Ajay Kumar SAROJ,1500 Metres,2015,0 days 00:03:47.330000
10890,Ajay Kumar SAROJ,1500 Metres,2016,0 days 00:03:44.040000
10891,Ajay Kumar SAROJ,1500 Metres,2017,0 days 00:03:41.930000
10892,Ajay Kumar SAROJ,1500 Metres,2018,0 days 00:03:43.850000
10893,Ajay Kumar SAROJ,1500 Metres,2019,0 days 00:03:40.390000
10894,Ajay Kumar SAROJ,1500 Metres,2021,0 days 00:03:42.550000
10895,Ajay Kumar SAROJ,1500 Metres,2022,0 days 00:03:41.580000
10896,Ajay Kumar SAROJ,1500 Metres,2023,0 days 00:03:38.240000
10897,Ajay Kumar SAROJ,1500 Metres,2024,0 days 00:03:38.320000
10898,Andre Carlos SOUSA SALES,1500 Metres,2019,0 days 00:03:57.680000
10899,Andre Carlos SOUSA SALES,1500 Metres,2020,0 days 00:03:56.040000
10900,Andre Carlos SOUSA SALES,1500 Metres,2021,0 days 00:03:52.080000
10901,Andre Carlos SOUSA SALES,1500 Metres,2022,0 days 00:03:46.370000
10902,Andre Carlos SOUSA SALES,1500 Metres,2023,0 days 00:03:42.110000
10903,Andre Carlos SOUSA SALES,1500 Metres,2024,0 days 00:03:49.550000
10904,Yuto IMAE,5000 Metres,2019,0 days 00:14:11.070000
10905,Yuto IMAE,5000 Metres,2020,0 days 00:13:46.840000
10906,Yuto IMAE,5000 Metres,2021,0 days 00:13:56.410000
10907,Yuto IMAE,5000 Metres,2022,0 days 00:13:48.670000
10908,Yuto IMAE,5000 Metres,2023,0 days 00:13:33.320000
10909,Yuto IMAE,"10,000 Metres",2018,0 days 00:30:28.780000
10910,Yuto IMAE,"10,000 Metres",2022,0 days 00:27:50.930000
10911,Yuto IMAE,"10,000 Metres",2023,0 days 00:27:55.820000
10912,Yuto IMAE,"10,000 Metres",2024,0 days 00:28:37.760000
10913,Yuto IMAE,Half Marathon,2023,0 days 01:00:33
10914,Damian HACKETT,1500 Metres,2022,0 days 00:03:41.850000
10915,Damian HACKETT,1500 Metres,2023,0 days 00:03:41.520000
10916,Damian HACKETT,1500 Metres,2024,0 days 00:03:41.340000
10917,Kinde ATANAW,5000 Metres,2014,0 days 00:13:12.410000
10918,Kinde ATANAW,"10,000 Metres",2012,0 days 00:28:53.020000
10919,Kinde ATANAW,"10,000 Metres",2013,0 days 00:28:43.070000
10920,Kinde ATANAW,10 Kilometres Road,2012,0 days 00:28:25
10921,Kinde ATANAW,10 Kilometres Road,2013,0 days 00:27:36
10922,Kinde ATANAW,10 Kilometres Road,2014,0 days 00:27:49
10923,Kinde ATANAW,10 Kilometres Road,2015,0 days 00:28:40
10924,Kinde ATANAW,10 Kilometres Road,2016,0 days 00:28:52
10925,Kinde ATANAW,Half Marathon,2014,0 days 01:00:17
10926,Kinde ATANAW,Half Marathon,2017,0 days 01:02:52
10927,Kinde ATANAW,Half Marathon,2019,0 days 01:00:13
10928,Kinde ATANAW,Half Marathon,2022,0 days 01:01:04
10929,Kinde ATANAW,Half Marathon,2024,0 days 01:03:24
10930,Kinde ATANAW,Marathon,2019,0 days 02:03:51
10931,Kinde ATANAW,Marathon,2021,0 days 02:05:54
10932,Kinde ATANAW,Marathon,2022,0 days 02:05:27
10933,Kinde ATANAW,Marathon,2023,0 days 02:08:27
10934,Kinde ATANAW,Marathon,2024,0 days 02:10:03
10935,Pierre MURCHAN,1500 Metres,2014,0 days 00:03:57.390000
10936,Pierre MURCHAN,1500 Metres,2016,0 days 00:03:52.730000
10937,Pierre MURCHAN,1500 Metres,2017,0 days 00:03:56.870000
10938,Pierre MURCHAN,1500 Metres,2019,0 days 00:03:56.120000
10939,Pierre MURCHAN,1500 Metres,2020,0 days 00:03:51.600000
10940,Pierre MURCHAN,5000 Metres,2016,0 days 00:14:14.010000
10941,Pierre MURCHAN,5000 Metres,2017,0 days 00:14:21.710000
10942,Pierre MURCHAN,5000 Metres,2018,0 days 00:14:56.010000
10943,Pierre MURCHAN,5000 Metres,2019,0 days 00:14:06.290000
10944,Pierre MURCHAN,5000 Metres,2022,0 days 00:14:06.080000
10945,Pierre MURCHAN,5000 Metres,2023,0 days 00:13:52.430000
10946,Pierre MURCHAN,5000 Metres,2024,0 days 00:14:10
10947,Pierre MURCHAN,10 Kilometres Road,2024,0 days 00:29:21
10948,Toshiki SADAKATA,5000 Metres,2012,0 days 00:14:06.360000
10949,Toshiki SADAKATA,5000 Metres,2013,0 days 00:14:21.320000
10950,Toshiki SADAKATA,5000 Metres,2014,0 days 00:14:03.990000
10951,Toshiki SADAKATA,5000 Metres,2015,0 days 00:14:02.880000
10952,Toshiki SADAKATA,5000 Metres,2016,0 days 00:13:58.050000
10953,Toshiki SADAKATA,5000 Metres,2017,0 days 00:14:00.270000
10954,Toshiki SADAKATA,5000 Metres,2018,0 days 00:13:59.800000
10955,Toshiki SADAKATA,5000 Metres,2019,0 days 00:14:00.260000
10956,Toshiki SADAKATA,5000 Metres,2020,0 days 00:13:47.840000
10957,Toshiki SADAKATA,5000 Metres,2021,0 days 00:13:49.340000
10958,Toshiki SADAKATA,5000 Metres,2022,0 days 00:13:43.490000
10959,Toshiki SADAKATA,5000 Metres,2023,0 days 00:13:52.500000
10960,Toshiki SADAKATA,5000 Metres,2024,0 days 00:13:55.530000
10961,Toshiki SADAKATA,"10,000 Metres",2014,0 days 00:29:50.630000
10962,Toshiki SADAKATA,"10,000 Metres",2015,0 days 00:29:29.500000
10963,Toshiki SADAKATA,"10,000 Metres",2016,0 days 00:28:47.170000
10964,Toshiki SADAKATA,"10,000 Metres",2017,0 days 00:29:07.320000
10965,Toshiki SADAKATA,"10,000 Metres",2018,0 days 00:28:58.920000
10966,Toshiki SADAKATA,"10,000 Metres",2019,0 days 00:29:11.500000
10967,Toshiki SADAKATA,"10,000 Metres",2020,0 days 00:28:35.070000
10968,Toshiki SADAKATA,"10,000 Metres",2021,0 days 00:28:31.900000
10969,Toshiki SADAKATA,"10,000 Metres",2022,0 days 00:28:36.820000
10970,Toshiki SADAKATA,"10,000 Metres",2023,0 days 00:28:54.710000
10971,Toshiki SADAKATA,Half Marathon,2013,0 days 01:03:40
10972,Toshiki SADAKATA,Half Marathon,2015,0 days 01:03:18
10973,Toshiki SADAKATA,Half Marathon,2016,0 days 01:02:40
10974,Toshiki SADAKATA,Marathon,2018,0 days 02:16:21
10975,Toshiki SADAKATA,Marathon,2019,0 days 02:15:53
10976,Toshiki SADAKATA,Marathon,2020,0 days 02:07:05
10977,Toshiki SADAKATA,Marathon,2021,0 days 02:10:31
10978,Toshiki SADAKATA,Marathon,2022,0 days 02:08:33
10979,Toshiki SADAKATA,Marathon,2023,0 days 02:07:24
10980,Toshiki SADAKATA,Marathon,2024,0 days 02:09:15
10981,Haruto MIYAMOTO,1500 Metres,2020,0 days 00:03:59.050000
10982,Haruto MIYAMOTO,1500 Metres,2021,0 days 00:03:53.770000
10983,Haruto MIYAMOTO,5000 Metres,2019,0 days 00:15:12.390000
10984,Haruto MIYAMOTO,5000 Metres,2020,0 days 00:14:38.570000
10985,Haruto MIYAMOTO,5000 Metres,2021,0 days 00:14:06.750000
10986,Haruto MIYAMOTO,5000 Metres,2022,0 days 00:14:11.340000
10987,Haruto MIYAMOTO,"10,000 Metres",2022,0 days 00:29:07.450000
10988,Haruto MIYAMOTO,"10,000 Metres",2023,0 days 00:28:48.630000
10989,Haruto MIYAMOTO,Half Marathon,2022,0 days 01:05:05
10990,Haruto MIYAMOTO,Half Marathon,2023,0 days 01:03:05
10991,Haruto MIYAMOTO,Half Marathon,2024,0 days 01:02:14
10992,Andrew BUCHANAN,1500 Metres,2011,0 days 00:04:03.740000
10993,Andrew BUCHANAN,1500 Metres,2015,0 days 00:03:46.040000
10994,Andrew BUCHANAN,1500 Metres,2016,0 days 00:03:48.050000
10995,Andrew BUCHANAN,1500 Metres,2017,0 days 00:03:45.400000
10996,Andrew BUCHANAN,1500 Metres,2018,0 days 00:03:47.230000
10997,Andrew BUCHANAN,5000 Metres,2013,0 days 00:14:47.340000
10998,Andrew BUCHANAN,5000 Metres,2014,0 days 00:14:50.950000
10999,Andrew BUCHANAN,5000 Metres,2016,0 days 00:14:21.540000
11000,Andrew BUCHANAN,5000 Metres,2017,0 days 00:14:01.240000
11001,Andrew BUCHANAN,5000 Metres,2018,0 days 00:14:06.040000
11002,Andrew BUCHANAN,5000 Metres,2019,0 days 00:13:58.750000
11003,Andrew BUCHANAN,5000 Metres,2020,0 days 00:14:02.610000
11004,Andrew BUCHANAN,5000 Metres,2021,0 days 00:13:42.190000
11005,Andrew BUCHANAN,5000 Metres,2022,0 days 00:13:52.810000
11006,Andrew BUCHANAN,"10,000 Metres",2016,0 days 00:29:17.030000
11007,Andrew BUCHANAN,"10,000 Metres",2017,0 days 00:29:08.890000
11008,Andrew BUCHANAN,"10,000 Metres",2018,0 days 00:29:53.440000
11009,Andrew BUCHANAN,"10,000 Metres",2019,0 days 00:28:26.140000
11010,Andrew BUCHANAN,"10,000 Metres",2021,0 days 00:28:35.110000
11011,Andrew BUCHANAN,"10,000 Metres",2022,0 days 00:29:18.980000
11012,Andrew BUCHANAN,10 Kilometres Road,2014,0 days 00:31:17
11013,Andrew BUCHANAN,10 Kilometres Road,2015,0 days 00:30:03
11014,Andrew BUCHANAN,10 Kilometres Road,2016,0 days 00:29:26
11015,Andrew BUCHANAN,10 Kilometres Road,2018,0 days 00:29:23
11016,Andrew BUCHANAN,10 Kilometres Road,2019,0 days 00:29:07
11017,Andrew BUCHANAN,10 Kilometres Road,2022,0 days 00:29:06
11018,Andrew BUCHANAN,Half Marathon,2017,0 days 01:06:12
11019,Andrew BUCHANAN,Half Marathon,2018,0 days 01:06:00
11020,Andrew BUCHANAN,Half Marathon,2019,0 days 01:02:50
11021,Andrew BUCHANAN,Half Marathon,2023,0 days 01:03:12
11022,Andrew BUCHANAN,Marathon,2022,0 days 02:12:23
11023,Andrew BUCHANAN,Marathon,2023,0 days 02:10:20
11024,Andrew BUCHANAN,Marathon,2024,0 days 02:08:58
11025,Travis FEENY,1500 Metres,2021,0 days 00:03:48.480000
11026,Travis FEENY,1500 Metres,2022,0 days 00:03:51.330000
11027,Travis FEENY,1500 Metres,2024,0 days 00:03:46.390000
11028,Travis FEENY,5000 Metres,2021,0 days 00:13:58.930000
11029,Travis FEENY,5000 Metres,2022,0 days 00:14:01.880000
11030,Travis FEENY,5000 Metres,2023,0 days 00:14:02.750000
11031,Travis FEENY,5000 Metres,2024,0 days 00:13:45.180000
11032,Travis FEENY,"10,000 Metres",2023,0 days 00:30:01.160000
11033,Bernard SANG,5000 Metres,2008,0 days 00:13:35.020000
11034,Bernard SANG,5000 Metres,2009,0 days 00:13:21.650000
11035,Bernard SANG,"10,000 Metres",2008,0 days 00:28:28.460000
11036,Bernard SANG,"10,000 Metres",2012,0 days 00:29:58
11037,Bernard SANG,10 Kilometres Road,2017,0 days 00:29:12
11038,Bernard SANG,Half Marathon,2006,0 days 01:05:38
11039,Bernard SANG,Half Marathon,2009,0 days 01:05:45
11040,Bernard SANG,Half Marathon,2011,0 days 01:02:55
11041,Bernard SANG,Half Marathon,2014,0 days 01:03:22
11042,Bernard SANG,Half Marathon,2017,0 days 01:03:41
11043,Bernard SANG,Half Marathon,2018,0 days 01:02:49
11044,Bernard SANG,Half Marathon,2019,0 days 01:03:42
11045,Bernard SANG,Half Marathon,2020,0 days 01:02:15
11046,Bernard SANG,Half Marathon,2021,0 days 01:00:57
11047,Bernard SANG,Half Marathon,2022,0 days 01:04:58
11048,Bernard SANG,Half Marathon,2024,0 days 01:03:48
11049,Bernard SANG,Marathon,2016,0 days 02:16:34
11050,Bernard SANG,Marathon,2017,0 days 02:13:02
11051,Bernard SANG,Marathon,2018,0 days 02:13:12
11052,Bernard SANG,Marathon,2019,0 days 02:13:47
11053,Bernard SANG,Marathon,2020,0 days 02:11:49
11054,Bernard SANG,Marathon,2021,0 days 02:10:59
11055,Bernard SANG,Marathon,2022,0 days 02:12:10
11056,Bernard SANG,Marathon,2023,0 days 02:12:41
11057,Bernard SANG,Marathon,2024,0 days 02:16:49
11058,Abel KIRUI,1500 Metres,2005,0 days 00:03:46.100000
11059,Abel KIRUI,1500 Metres,2006,0 days 00:03:51.280000
11060,Abel KIRUI,5000 Metres,2004,0 days 00:14:22.080000
11061,Abel KIRUI,5000 Metres,2005,0 days 00:13:52.710000
11062,Abel KIRUI,5000 Metres,2006,0 days 00:13:59.070000
11063,Abel KIRUI,5000 Metres,2009,0 days 00:13:48.020000
11064,Abel KIRUI,"10,000 Metres",2004,0 days 00:29:57.020000
11065,Abel KIRUI,"10,000 Metres",2005,0 days 00:28:30.150000
11066,Abel KIRUI,"10,000 Metres",2008,0 days 00:28:16.860000
11067,Abel KIRUI,10 Kilometres Road,2005,0 days 00:29:04
11068,Abel KIRUI,10 Kilometres Road,2015,0 days 00:28:46
11069,Abel KIRUI,10 Kilometres Road,2018,0 days 00:28:53
11070,Abel KIRUI,Half Marathon,2006,0 days 01:01:15
11071,Abel KIRUI,Half Marathon,2007,0 days 01:00:11
11072,Abel KIRUI,Half Marathon,2009,0 days 01:00:27
11073,Abel KIRUI,Half Marathon,2010,0 days 01:04:17
11074,Abel KIRUI,Half Marathon,2011,0 days 01:02:08
11075,Abel KIRUI,Half Marathon,2012,0 days 01:00:28
11076,Abel KIRUI,Half Marathon,2013,0 days 01:02:04
11077,Abel KIRUI,Half Marathon,2014,0 days 01:02:01
11078,Abel KIRUI,Half Marathon,2015,0 days 01:01:22
11079,Abel KIRUI,Half Marathon,2016,0 days 01:02:56
11080,Abel KIRUI,Half Marathon,2017,0 days 01:01:30
11081,Abel KIRUI,Marathon,2006,0 days 02:15:22
11082,Abel KIRUI,Marathon,2007,0 days 02:06:51
11083,Abel KIRUI,Marathon,2008,0 days 02:07:38
11084,Abel KIRUI,Marathon,2009,0 days 02:05:04
11085,Abel KIRUI,Marathon,2010,0 days 02:08:04
11086,Abel KIRUI,Marathon,2011,0 days 02:07:38
11087,Abel KIRUI,Marathon,2012,0 days 02:07:56
