,Name,Race,Year,Time
3668,Jacob THOMSON,1500 Metres,2017,0 days 00:03:47.910000
3669,Jacob THOMSON,1500 Metres,2018,0 days 00:03:43.150000
3670,Jacob THOMSON,5000 Metres,2012,0 days 00:14:34.780000
3671,Jacob THOMSON,5000 Metres,2014,0 days 00:14:18.790000
3672,Jacob THOMSON,5000 Metres,2015,0 days 00:13:52.710000
3673,Jacob THOMSON,5000 Metres,2016,0 days 00:13:43.490000
3674,Jacob THOMSON,5000 Metres,2017,0 days 00:13:53.040000
3675,Jacob THOMSON,5000 Metres,2018,0 days 00:13:34.500000
3676,Jacob THOMSON,5000 Metres,2019,0 days 00:13:46.880000
3677,Jacob THOMSON,5000 Metres,2020,0 days 00:13:28.350000
3678,Jacob THOMSON,5000 Metres,2021,0 days 00:13:44.800000
3679,Jacob THOMSON,5000 Metres,2022,0 days 00:13:42.610000
3680,Jacob THOMSON,"10,000 Metres",2015,0 days 00:29:35.610000
3681,Jacob THOMSON,"10,000 Metres",2016,0 days 00:29:01.340000
3682,Jacob THOMSON,"10,000 Metres",2017,0 days 00:28:47.550000
3683,Jacob THOMSON,"10,000 Metres",2018,0 days 00:28:40.500000
3684,Jacob THOMSON,"10,000 Metres",2019,0 days 00:28:09.880000
3685,Jacob THOMSON,"10,000 Metres",2020,0 days 00:28:34.850000
3686,Jacob THOMSON,"10,000 Metres",2021,0 days 00:27:57.320000
3687,Jacob THOMSON,"10,000 Metres",2022,0 days 00:28:21.910000
3688,Jacob THOMSON,10 Kilometres Road,2018,0 days 00:29:41
3689,Jacob THOMSON,10 Kilometres Road,2019,0 days 00:29:07
3690,Jacob THOMSON,10 Kilometres Road,2022,0 days 00:29:00
3691,Jacob THOMSON,Half Marathon,2022,0 days 01:02:46
3692,Jacob THOMSON,Half Marathon,2023,0 days 01:02:26
3693,Jacob THOMSON,Marathon,2021,0 days 02:15:49
3694,Jacob THOMSON,Marathon,2023,0 days 02:11:40
3695,Said AMERI,1500 Metres,2022,0 days 00:03:46.420000
3696,Said AMERI,1500 Metres,2024,0 days 00:03:49.470000
3697,Said AMERI,5000 Metres,2022,0 days 00:14:25.450000
3698,Said AMERI,5000 Metres,2023,0 days 00:13:44.660000
3699,Said AMERI,5000 Metres,2024,0 days 00:13:48.230000
3700,Said AMERI,"10,000 Metres",2023,0 days 00:28:59.970000
3701,Said AMERI,10 Kilometres Road,2024,0 days 00:28:52
3702,Neo NAMIKI,5000 Metres,2020,0 days 00:14:31.740000
3703,Neo NAMIKI,5000 Metres,2022,0 days 00:14:12.730000
3704,Neo NAMIKI,"10,000 Metres",2020,0 days 00:29:24.930000
3705,Neo NAMIKI,"10,000 Metres",2021,0 days 00:28:20.490000
3706,Neo NAMIKI,"10,000 Metres",2022,0 days 00:28:16.300000
3707,Neo NAMIKI,"10,000 Metres",2023,0 days 00:28:29.630000
3708,Neo NAMIKI,10 Kilometres Road,2020,0 days 00:30:24
3709,Neo NAMIKI,Half Marathon,2020,0 days 01:02:48
3710,Neo NAMIKI,Half Marathon,2021,0 days 01:03:17
3711,Neo NAMIKI,Half Marathon,2022,0 days 01:04:43
3712,Neo NAMIKI,Half Marathon,2023,0 days 01:02:35
3713,Berhane Tsegay TEKLE,5000 Metres,2014,0 days 00:14:24.320000
3714,Berhane Tsegay TEKLE,5000 Metres,2016,0 days 00:13:48.870000
3715,Berhane Tsegay TEKLE,5000 Metres,2021,0 days 00:14:41.030000
3716,Berhane Tsegay TEKLE,"10,000 Metres",2014,0 days 00:30:43.690000
3717,Berhane Tsegay TEKLE,"10,000 Metres",2021,0 days 00:29:38.440000
3718,Berhane Tsegay TEKLE,"10,000 Metres",2022,0 days 00:30:24.020000
3719,Berhane Tsegay TEKLE,10 Kilometres Road,2014,0 days 00:29:28
3720,Berhane Tsegay TEKLE,10 Kilometres Road,2015,0 days 00:28:39
3721,Berhane Tsegay TEKLE,10 Kilometres Road,2017,0 days 00:30:23
3722,Berhane Tsegay TEKLE,Half Marathon,2012,0 days 01:05:25
3723,Berhane Tsegay TEKLE,Half Marathon,2013,0 days 01:02:54
3724,Berhane Tsegay TEKLE,Half Marathon,2014,0 days 01:03:15
3725,Berhane Tsegay TEKLE,Half Marathon,2015,0 days 01:01:21
3726,Berhane Tsegay TEKLE,Half Marathon,2016,0 days 01:05:05
3727,Berhane Tsegay TEKLE,Half Marathon,2017,0 days 01:05:20
3728,Berhane Tsegay TEKLE,Half Marathon,2024,0 days 01:05:26
3729,Berhane Tsegay TEKLE,Marathon,2017,0 days 02:13:57
3730,Berhane Tsegay TEKLE,Marathon,2018,0 days 02:12:25
3731,Berhane Tsegay TEKLE,Marathon,2019,0 days 02:12:44
3732,Berhane Tsegay TEKLE,Marathon,2022,0 days 02:07:23
3733,Berhane Tsegay TEKLE,Marathon,2023,0 days 02:07:21
3734,Berhane Tsegay TEKLE,Marathon,2024,0 days 02:08:56
3735,Illia KARNAVUKHAU,1500 Metres,2019,0 days 00:03:44.820000
3736,Illia KARNAVUKHAU,1500 Metres,2020,0 days 00:03:42.970000
3737,Illia KARNAVUKHAU,1500 Metres,2021,0 days 00:03:38.460000
3738,Illia KARNAVUKHAU,1500 Metres,2022,0 days 00:03:35.730000
3739,Illia KARNAVUKHAU,1500 Metres,2023,0 days 00:03:38.410000
3740,Illia KARNAVUKHAU,5000 Metres,2023,0 days 00:14:18.100000
3741,Mohamed EL TALHAOUI,10 Kilometres Road,2020,0 days 00:28:12
3742,Mohamed EL TALHAOUI,10 Kilometres Road,2021,0 days 00:30:57
3743,Mohamed EL TALHAOUI,10 Kilometres Road,2024,0 days 00:29:22
3744,Mohamed EL TALHAOUI,Half Marathon,2018,0 days 01:04:49
3745,Mohamed EL TALHAOUI,Half Marathon,2021,0 days 01:02:58
3746,Mohamed EL TALHAOUI,Half Marathon,2022,0 days 01:02:07
3747,Mohamed EL TALHAOUI,Marathon,2018,0 days 02:13:17
3748,Mohamed EL TALHAOUI,Marathon,2019,0 days 02:10:10
3749,Mohamed EL TALHAOUI,Marathon,2021,0 days 02:15:47
3750,Mohamed EL TALHAOUI,Marathon,2022,0 days 02:11:34
3751,Mohamed EL TALHAOUI,Marathon,2023,0 days 02:11:26
3752,Mohamed EL TALHAOUI,Marathon,2024,0 days 02:08:03
3753,Ruben VERHEYDEN,1500 Metres,2018,0 days 00:03:49.010000
3754,Ruben VERHEYDEN,1500 Metres,2019,0 days 00:03:43.830000
3755,Ruben VERHEYDEN,1500 Metres,2020,0 days 00:03:40.720000
3756,Ruben VERHEYDEN,1500 Metres,2021,0 days 00:03:39.440000
3757,Ruben VERHEYDEN,1500 Metres,2022,0 days 00:03:35.190000
3758,Ruben VERHEYDEN,1500 Metres,2023,0 days 00:03:33.770000
3759,Ruben VERHEYDEN,1500 Metres,2024,0 days 00:03:36.180000
3760,Ruben VERHEYDEN,5000 Metres,2021,0 days 00:14:32.640000
3761,Esten Hansen-Møllerud HAUEN,1500 Metres,2020,0 days 00:04:00.530000
3762,Esten Hansen-Møllerud HAUEN,1500 Metres,2021,0 days 00:03:50.090000
3763,Esten Hansen-Møllerud HAUEN,1500 Metres,2022,0 days 00:03:40.350000
3764,Esten Hansen-Møllerud HAUEN,1500 Metres,2023,0 days 00:03:38.870000
3765,Esten Hansen-Møllerud HAUEN,5000 Metres,2020,0 days 00:15:12.010000
3766,Esten Hansen-Møllerud HAUEN,10 Kilometres Road,2022,0 days 00:30:32
3767,Kazuki TAMURA,1500 Metres,2020,0 days 00:03:48.710000
3768,Kazuki TAMURA,1500 Metres,2022,0 days 00:03:52.180000
3769,Kazuki TAMURA,5000 Metres,2014,0 days 00:14:03.470000
3770,Kazuki TAMURA,5000 Metres,2015,0 days 00:14:00.610000
3771,Kazuki TAMURA,5000 Metres,2016,0 days 00:13:43.220000
3772,Kazuki TAMURA,5000 Metres,2017,0 days 00:14:11.840000
3773,Kazuki TAMURA,5000 Metres,2018,0 days 00:13:40.940000
3774,Kazuki TAMURA,5000 Metres,2019,0 days 00:13:33.700000
3775,Kazuki TAMURA,5000 Metres,2020,0 days 00:13:34.670000
3776,Kazuki TAMURA,5000 Metres,2021,0 days 00:13:58.100000
3777,Kazuki TAMURA,5000 Metres,2022,0 days 00:13:27.560000
3778,Kazuki TAMURA,5000 Metres,2023,0 days 00:13:24.380000
3779,Kazuki TAMURA,5000 Metres,2024,0 days 00:13:33.660000
3780,Kazuki TAMURA,"10,000 Metres",2015,0 days 00:28:46.810000
3781,Kazuki TAMURA,"10,000 Metres",2016,0 days 00:28:18.310000
3782,Kazuki TAMURA,"10,000 Metres",2018,0 days 00:27:58.350000
3783,Kazuki TAMURA,"10,000 Metres",2019,0 days 00:27:57.140000
3784,Kazuki TAMURA,"10,000 Metres",2020,0 days 00:27:28.920000
3785,Kazuki TAMURA,"10,000 Metres",2022,0 days 00:29:48.640000
3786,Kazuki TAMURA,"10,000 Metres",2023,0 days 00:29:08.730000
3787,Kazuki TAMURA,"10,000 Metres",2024,0 days 00:27:49.090000
3788,Kazuki TAMURA,Half Marathon,2014,0 days 01:03:42
3789,Kazuki TAMURA,Half Marathon,2015,0 days 01:02:22
3790,Kazuki TAMURA,Half Marathon,2017,0 days 01:01:56
3791,Thomas PIQUART,1500 Metres,2018,0 days 00:03:59.580000
3792,Thomas PIQUART,1500 Metres,2019,0 days 00:03:51.510000
3793,Thomas PIQUART,1500 Metres,2020,0 days 00:03:50.840000
3794,Thomas PIQUART,1500 Metres,2021,0 days 00:03:47.480000
3795,Thomas PIQUART,1500 Metres,2022,0 days 00:03:42.870000
3796,Thomas PIQUART,1500 Metres,2023,0 days 00:03:39.060000
3797,Thomas PIQUART,1500 Metres,2024,0 days 00:03:40.690000
3798,Thomas PIQUART,10 Kilometres Road,2023,0 days 00:30:56
3799,Adam MOORE,1500 Metres,2016,0 days 00:03:58.080000
3800,Adam MOORE,1500 Metres,2017,0 days 00:03:51.180000
3801,Adam MOORE,1500 Metres,2018,0 days 00:03:47.740000
3802,Adam MOORE,1500 Metres,2019,0 days 00:03:43.280000
3803,Adam MOORE,1500 Metres,2021,0 days 00:03:44.670000
3804,Adam MOORE,1500 Metres,2022,0 days 00:03:42.920000
3805,Adam MOORE,1500 Metres,2023,0 days 00:03:43.280000
3806,Alexander NILSSON,1500 Metres,2012,0 days 00:04:01.760000
3807,Alexander NILSSON,1500 Metres,2013,0 days 00:03:56.950000
3808,Alexander NILSSON,1500 Metres,2014,0 days 00:03:55.390000
3809,Alexander NILSSON,1500 Metres,2015,0 days 00:03:54.650000
3810,Alexander NILSSON,1500 Metres,2016,0 days 00:03:52.610000
3811,Alexander NILSSON,1500 Metres,2017,0 days 00:03:48.960000
3812,Alexander NILSSON,1500 Metres,2018,0 days 00:03:51.450000
3813,Alexander NILSSON,1500 Metres,2019,0 days 00:03:48.320000
3814,Alexander NILSSON,1500 Metres,2020,0 days 00:03:48.600000
3815,Alexander NILSSON,1500 Metres,2021,0 days 00:03:45.770000
3816,Alexander NILSSON,1500 Metres,2022,0 days 00:03:45.070000
3817,Alexander NILSSON,1500 Metres,2023,0 days 00:03:42.270000
3818,Alexander NILSSON,1500 Metres,2024,0 days 00:03:48.590000
3819,Alexander NILSSON,5000 Metres,2013,0 days 00:15:32.440000
3820,Alexander NILSSON,5000 Metres,2014,0 days 00:14:58.270000
3821,Alexander NILSSON,5000 Metres,2015,0 days 00:15:13.760000
3822,Alexander NILSSON,5000 Metres,2016,0 days 00:15:20.110000
3823,Alexander NILSSON,5000 Metres,2017,0 days 00:14:46.730000
3824,Alexander NILSSON,5000 Metres,2018,0 days 00:14:59.720000
3825,Alexander NILSSON,5000 Metres,2019,0 days 00:14:26.890000
3826,Alexander NILSSON,5000 Metres,2020,0 days 00:14:48.580000
3827,Alexander NILSSON,5000 Metres,2021,0 days 00:14:11.860000
3828,Alexander NILSSON,5000 Metres,2022,0 days 00:14:20.530000
3829,Alexander NILSSON,5000 Metres,2023,0 days 00:14:19.910000
3830,Alexander NILSSON,"10,000 Metres",2016,0 days 00:31:54.060000
3831,Alexander NILSSON,"10,000 Metres",2019,0 days 00:30:39.840000
3832,Alexander NILSSON,"10,000 Metres",2021,0 days 00:29:36.580000
3833,Alexander NILSSON,"10,000 Metres",2022,0 days 00:30:42.870000
3834,Yomif KEJELCHA,1500 Metres,2017,0 days 00:03:32.940000
3835,Yomif KEJELCHA,1500 Metres,2018,0 days 00:03:32.590000
3836,Yomif KEJELCHA,1500 Metres,2019,0 days 00:03:31.250000
3837,Yomif KEJELCHA,1500 Metres,2020,0 days 00:03:32.690000
3838,Yomif KEJELCHA,1500 Metres,2022,0 days 00:03:37.850000
3839,Yomif KEJELCHA,5000 Metres,2014,0 days 00:13:25.190000
3840,Yomif KEJELCHA,5000 Metres,2015,0 days 00:12:53.980000
3841,Yomif KEJELCHA,5000 Metres,2016,0 days 00:13:03.290000
3842,Yomif KEJELCHA,5000 Metres,2017,0 days 00:13:01.210000
3843,Yomif KEJELCHA,5000 Metres,2018,0 days 00:12:46.790000
3844,Yomif KEJELCHA,5000 Metres,2019,0 days 00:13:00.560000
3845,Yomif KEJELCHA,5000 Metres,2020,0 days 00:13:12.840000
3846,Yomif KEJELCHA,5000 Metres,2022,0 days 00:12:52.100000
3847,Yomif KEJELCHA,5000 Metres,2023,0 days 00:12:41.730000
3848,Yomif KEJELCHA,"10,000 Metres",2019,0 days 00:26:49.340000
3849,Yomif KEJELCHA,"10,000 Metres",2021,0 days 00:26:49.730000
3850,Yomif KEJELCHA,"10,000 Metres",2022,0 days 00:26:49.390000
3851,Yomif KEJELCHA,10 Kilometres Road,2013,0 days 00:28:13
3852,Yomif KEJELCHA,10 Kilometres Road,2024,0 days 00:26:37
3853,Yomif KEJELCHA,Half Marathon,2018,0 days 00:59:17
3854,Yomif KEJELCHA,Half Marathon,2019,0 days 00:59:05
3855,Yomif KEJELCHA,Half Marathon,2022,0 days 00:58:32
3856,Yomif KEJELCHA,Half Marathon,2023,0 days 00:57:41
3857,Kei KAWAGUCHI,5000 Metres,2020,0 days 00:13:59.820000
3858,Kei KAWAGUCHI,5000 Metres,2021,0 days 00:13:51.860000
3859,Kei KAWAGUCHI,5000 Metres,2022,0 days 00:13:54.900000
3860,Kei KAWAGUCHI,5000 Metres,2023,0 days 00:13:58.810000
3861,Kei KAWAGUCHI,"10,000 Metres",2022,0 days 00:28:22.760000
3862,Kei KAWAGUCHI,"10,000 Metres",2023,0 days 00:28:44.360000
3863,Kei KAWAGUCHI,10 Kilometres Road,2024,0 days 00:30:08
3864,Kei KAWAGUCHI,Half Marathon,2018,0 days 01:04:35
3865,Kei KAWAGUCHI,Half Marathon,2020,0 days 01:03:27
3866,Kei KAWAGUCHI,Half Marathon,2023,0 days 01:03:03
3867,Cameron LEVINS,1500 Metres,2008,0 days 00:03:52.920000
3868,Cameron LEVINS,1500 Metres,2009,0 days 00:03:47.890000
3869,Cameron LEVINS,1500 Metres,2010,0 days 00:03:43.200000
3870,Cameron LEVINS,1500 Metres,2011,0 days 00:03:45.380000
3871,Cameron LEVINS,1500 Metres,2012,0 days 00:03:41.170000
3872,Cameron LEVINS,1500 Metres,2013,0 days 00:03:36.880000
3873,Cameron LEVINS,1500 Metres,2014,0 days 00:03:38.460000
3874,Cameron LEVINS,1500 Metres,2015,0 days 00:03:54.120000
3875,Cameron LEVINS,1500 Metres,2016,0 days 00:03:49.050000
3876,Cameron LEVINS,1500 Metres,2018,0 days 00:03:50.340000
3877,Cameron LEVINS,5000 Metres,2009,0 days 00:14:19.010000
3878,Cameron LEVINS,5000 Metres,2011,0 days 00:13:40.300000
3879,Cameron LEVINS,5000 Metres,2012,0 days 00:13:18.290000
3880,Cameron LEVINS,5000 Metres,2013,0 days 00:13:15.190000
3881,Cameron LEVINS,5000 Metres,2014,0 days 00:13:15.380000
3882,Cameron LEVINS,5000 Metres,2015,0 days 00:13:20.680000
3883,Cameron LEVINS,5000 Metres,2016,0 days 00:13:26.790000
3884,Cameron LEVINS,5000 Metres,2017,0 days 00:14:10.920000
3885,Cameron LEVINS,5000 Metres,2018,0 days 00:13:58.290000
3886,Cameron LEVINS,"10,000 Metres",2012,0 days 00:27:27.960000
3887,Cameron LEVINS,"10,000 Metres",2013,0 days 00:27:47.890000
3888,Cameron LEVINS,"10,000 Metres",2014,0 days 00:27:36
3889,Cameron LEVINS,"10,000 Metres",2015,0 days 00:27:07.510000
3890,Cameron LEVINS,"10,000 Metres",2022,0 days 00:27:53.580000
3891,Cameron LEVINS,10 Kilometres Road,2017,0 days 00:29:24
3892,Cameron LEVINS,10 Kilometres Road,2019,0 days 00:30:14
3893,Cameron LEVINS,10 Kilometres Road,2023,0 days 00:28:40
3894,Cameron LEVINS,10 Kilometres Road,2024,0 days 00:28:11
3895,Cameron LEVINS,Half Marathon,2018,0 days 01:02:15
3896,Cameron LEVINS,Half Marathon,2019,0 days 01:05:10
3897,Cameron LEVINS,Half Marathon,2020,0 days 01:02:14
3898,Cameron LEVINS,Half Marathon,2022,0 days 01:01:04
3899,Cameron LEVINS,Half Marathon,2023,0 days 01:00:18
3900,Cameron LEVINS,Half Marathon,2024,0 days 01:00:38
3901,Cameron LEVINS,Marathon,2018,0 days 02:09:25
3902,Cameron LEVINS,Marathon,2019,0 days 02:15:01
3903,Cameron LEVINS,Marathon,2020,0 days 02:12:15
3904,Cameron LEVINS,Marathon,2021,0 days 02:10:14
3905,Cameron LEVINS,Marathon,2022,0 days 02:07:09
3906,Cameron LEVINS,Marathon,2023,0 days 02:05:36
3907,Raymond MAGUT,1500 Metres,2018,0 days 00:03:43.480000
3908,Raymond MAGUT,5000 Metres,2018,0 days 00:13:39.250000
3909,Raymond MAGUT,10 Kilometres Road,2019,0 days 00:29:21
3910,Raymond MAGUT,10 Kilometres Road,2022,0 days 00:28:35
3911,Raymond MAGUT,Half Marathon,2019,0 days 01:04:22
3912,Raymond MAGUT,Half Marathon,2021,0 days 01:00:00
3913,Raymond MAGUT,Half Marathon,2023,0 days 01:03:01
3914,Jorge David TORRE,1500 Metres,2017,0 days 00:03:57.380000
3915,Jorge David TORRE,1500 Metres,2018,0 days 00:03:55.070000
3916,Jorge David TORRE,1500 Metres,2019,0 days 00:03:44.650000
3917,Jorge David TORRE,1500 Metres,2020,0 days 00:03:48.220000
3918,Jorge David TORRE,1500 Metres,2021,0 days 00:03:43.750000
3919,Jorge David TORRE,1500 Metres,2022,0 days 00:03:36.630000
3920,Jorge David TORRE,1500 Metres,2023,0 days 00:03:39.110000
3921,Jorge David TORRE,1500 Metres,2024,0 days 00:03:45.070000
3922,Carlos SAEZ,1500 Metres,2016,0 days 00:03:54.590000
3923,Carlos SAEZ,1500 Metres,2017,0 days 00:03:53.740000
3924,Carlos SAEZ,1500 Metres,2018,0 days 00:03:50.720000
3925,Carlos SAEZ,1500 Metres,2019,0 days 00:03:46.680000
3926,Carlos SAEZ,1500 Metres,2020,0 days 00:03:43.520000
3927,Carlos SAEZ,1500 Metres,2021,0 days 00:03:39.680000
3928,Carlos SAEZ,1500 Metres,2022,0 days 00:03:39.730000
3929,Carlos SAEZ,1500 Metres,2023,0 days 00:03:37.660000
3930,Carlos SAEZ,1500 Metres,2024,0 days 00:03:37.750000
3931,Berhanu HEYE,Half Marathon,2019,0 days 01:05:03
3932,Berhanu HEYE,Marathon,2019,0 days 02:10:25
3933,Berhanu HEYE,Marathon,2022,0 days 02:09:53
3934,Berhanu HEYE,Marathon,2023,0 days 02:10:49
3935,Simon BÉRUBÉ,1500 Metres,2014,0 days 00:04:05.940000
3936,Simon BÉRUBÉ,1500 Metres,2016,0 days 00:03:57.670000
3937,Simon BÉRUBÉ,1500 Metres,2017,0 days 00:03:58.850000
3938,Simon BÉRUBÉ,1500 Metres,2018,0 days 00:03:52.200000
3939,Simon BÉRUBÉ,1500 Metres,2019,0 days 00:03:52.830000
3940,Simon BÉRUBÉ,1500 Metres,2020,0 days 00:03:54.800000
3941,Simon BÉRUBÉ,1500 Metres,2021,0 days 00:03:48.880000
3942,Simon BÉRUBÉ,1500 Metres,2022,0 days 00:03:49.300000
3943,Simon BÉRUBÉ,1500 Metres,2023,0 days 00:03:42.750000
3944,Simon BÉRUBÉ,1500 Metres,2024,0 days 00:03:48.550000
3945,Kjetil BRENNO GAGNÅS,1500 Metres,2018,0 days 00:04:11.790000
3946,Kjetil BRENNO GAGNÅS,1500 Metres,2019,0 days 00:04:00.790000
3947,Kjetil BRENNO GAGNÅS,1500 Metres,2021,0 days 00:03:52.600000
3948,Kjetil BRENNO GAGNÅS,1500 Metres,2023,0 days 00:03:47.650000
3949,Kjetil BRENNO GAGNÅS,1500 Metres,2024,0 days 00:03:44.280000
3950,Dennis KIPKURUI,5000 Metres,2022,0 days 00:14:02.830000
3951,Dennis KIPKURUI,5000 Metres,2023,0 days 00:13:25.510000
3952,Dennis KIPKURUI,5000 Metres,2024,0 days 00:13:37.220000
3953,Dennis KIPKURUI,"10,000 Metres",2023,0 days 00:28:26.070000
3954,Dennis KIPKURUI,"10,000 Metres",2024,0 days 00:28:11.600000
3955,Hiroto INOUE,5000 Metres,2012,0 days 00:14:02.510000
3956,Hiroto INOUE,5000 Metres,2013,0 days 00:14:12.300000
3957,Hiroto INOUE,5000 Metres,2014,0 days 00:13:42.740000
3958,Hiroto INOUE,5000 Metres,2015,0 days 00:13:45.920000
3959,Hiroto INOUE,5000 Metres,2017,0 days 00:13:52.850000
3960,Hiroto INOUE,5000 Metres,2018,0 days 00:13:38.440000
3961,Hiroto INOUE,5000 Metres,2019,0 days 00:13:50.880000
3962,Hiroto INOUE,5000 Metres,2021,0 days 00:13:38.500000
3963,Hiroto INOUE,5000 Metres,2022,0 days 00:13:44.570000
3964,Hiroto INOUE,5000 Metres,2023,0 days 00:14:16.320000
3965,Hiroto INOUE,5000 Metres,2024,0 days 00:14:01.100000
3966,Hiroto INOUE,"10,000 Metres",2011,0 days 00:29:26.630000
3967,Hiroto INOUE,"10,000 Metres",2012,0 days 00:29:01.280000
3968,Hiroto INOUE,"10,000 Metres",2013,0 days 00:28:39.080000
3969,Hiroto INOUE,"10,000 Metres",2014,0 days 00:28:19.280000
3970,Hiroto INOUE,"10,000 Metres",2015,0 days 00:28:12.960000
3971,Hiroto INOUE,"10,000 Metres",2016,0 days 00:28:45.320000
3972,Hiroto INOUE,"10,000 Metres",2017,0 days 00:28:08.040000
3973,Hiroto INOUE,"10,000 Metres",2018,0 days 00:27:56.270000
3974,Hiroto INOUE,"10,000 Metres",2019,0 days 00:28:08.100000
3975,Hiroto INOUE,"10,000 Metres",2020,0 days 00:27:59.400000
3976,Hiroto INOUE,"10,000 Metres",2021,0 days 00:27:43.170000
3977,Hiroto INOUE,"10,000 Metres",2022,0 days 00:28:24.960000
3978,Hiroto INOUE,"10,000 Metres",2023,0 days 00:28:17.220000
3979,Hiroto INOUE,Half Marathon,2012,0 days 01:02:58
3980,Hiroto INOUE,Half Marathon,2013,0 days 01:02:58
3981,Hiroto INOUE,Half Marathon,2014,0 days 01:01:39
3982,Hiroto INOUE,Half Marathon,2015,0 days 01:02:03
3983,Hiroto INOUE,Half Marathon,2022,0 days 01:01:14
3984,Hiroto INOUE,Marathon,2016,0 days 02:12:56
3985,Hiroto INOUE,Marathon,2017,0 days 02:08:22
3986,Hiroto INOUE,Marathon,2018,0 days 02:06:54
3987,Hiroto INOUE,Marathon,2019,0 days 02:22:10
3988,Hiroto INOUE,Marathon,2020,0 days 02:09:34
3989,Hiroto INOUE,Marathon,2021,0 days 02:06:47
3990,Hiroto INOUE,Marathon,2022,0 days 02:08:33
3991,Hiroto INOUE,Marathon,2023,0 days 02:07:09
3992,Aoi ITO,5000 Metres,2020,0 days 00:14:28.690000
3993,Aoi ITO,5000 Metres,2021,0 days 00:14:18.510000
3994,Aoi ITO,5000 Metres,2022,0 days 00:14:09.160000
3995,Aoi ITO,"10,000 Metres",2022,0 days 00:28:28.150000
3996,Aoi ITO,"10,000 Metres",2023,0 days 00:28:30.340000
3997,Aoi ITO,"10,000 Metres",2024,0 days 00:28:28.750000
3998,Aoi ITO,Half Marathon,2022,0 days 01:04:15
3999,Aoi ITO,Half Marathon,2024,0 days 01:01:16
4000,Boniface KIBIWOTT,1500 Metres,2021,0 days 00:03:47.780000
4001,Boniface KIBIWOTT,5000 Metres,2021,0 days 00:13:06.260000
4002,Boniface KIBIWOTT,5000 Metres,2022,0 days 00:13:14.930000
4003,Boniface KIBIWOTT,5000 Metres,2023,0 days 00:13:31.210000
4004,Boniface KIBIWOTT,10 Kilometres Road,2021,0 days 00:27:13
4005,Boniface KIBIWOTT,10 Kilometres Road,2022,0 days 00:27:23
4006,Boniface KIBIWOTT,10 Kilometres Road,2023,0 days 00:27:58
4007,Boniface KIBIWOTT,10 Kilometres Road,2024,0 days 00:27:58
4008,Boniface KIBIWOTT,Half Marathon,2022,0 days 01:00:00
4009,Boniface KIBIWOTT,Half Marathon,2023,0 days 00:59:23
4010,Boniface KIBIWOTT,Half Marathon,2024,0 days 01:03:18
4011,Stephen MOKOKA,1500 Metres,2009,0 days 00:03:48.510000
4012,Stephen MOKOKA,1500 Metres,2010,0 days 00:03:38.550000
4013,Stephen MOKOKA,1500 Metres,2011,0 days 00:03:40.650000
4014,Stephen MOKOKA,1500 Metres,2012,0 days 00:03:48.720000
4015,Stephen MOKOKA,1500 Metres,2013,0 days 00:03:47.070000
4016,Stephen MOKOKA,1500 Metres,2014,0 days 00:03:51.880000
4017,Stephen MOKOKA,1500 Metres,2015,0 days 00:03:46.080000
4018,Stephen MOKOKA,1500 Metres,2016,0 days 00:03:44.670000
4019,Stephen MOKOKA,5000 Metres,2007,0 days 00:14:07.590000
4020,Stephen MOKOKA,5000 Metres,2008,0 days 00:14:02.810000
4021,Stephen MOKOKA,5000 Metres,2009,0 days 00:13:44.020000
4022,Stephen MOKOKA,5000 Metres,2010,0 days 00:13:27.220000
4023,Stephen MOKOKA,5000 Metres,2011,0 days 00:13:28.600000
4024,Stephen MOKOKA,5000 Metres,2012,0 days 00:13:29.080000
4025,Stephen MOKOKA,5000 Metres,2013,0 days 00:13:25.940000
4026,Stephen MOKOKA,5000 Metres,2014,0 days 00:14:29.260000
4027,Stephen MOKOKA,5000 Metres,2015,0 days 00:13:11.440000
4028,Stephen MOKOKA,5000 Metres,2016,0 days 00:13:23.660000
4029,Stephen MOKOKA,5000 Metres,2017,0 days 00:14:09.550000
4030,Stephen MOKOKA,5000 Metres,2018,0 days 00:14:16.090000
4031,Stephen MOKOKA,5000 Metres,2019,0 days 00:14:06.070000
4032,Stephen MOKOKA,5000 Metres,2021,0 days 00:13:46.340000
4033,Stephen MOKOKA,"10,000 Metres",2005,0 days 00:29:22.050000
4034,Stephen MOKOKA,"10,000 Metres",2006,0 days 00:29:56.270000
4035,Stephen MOKOKA,"10,000 Metres",2007,0 days 00:29:04.640000
4036,Stephen MOKOKA,"10,000 Metres",2008,0 days 00:29:16.840000
4037,Stephen MOKOKA,"10,000 Metres",2009,0 days 00:28:48.730000
4038,Stephen MOKOKA,"10,000 Metres",2010,0 days 00:28:18.540000
4039,Stephen MOKOKA,"10,000 Metres",2011,0 days 00:27:56.180000
4040,Stephen MOKOKA,"10,000 Metres",2012,0 days 00:27:40.730000
4041,Stephen MOKOKA,"10,000 Metres",2013,0 days 00:28:09.700000
4042,Stephen MOKOKA,"10,000 Metres",2014,0 days 00:29:44.460000
4043,Stephen MOKOKA,"10,000 Metres",2015,0 days 00:27:43.730000
4044,Stephen MOKOKA,"10,000 Metres",2016,0 days 00:27:48.840000
4045,Stephen MOKOKA,"10,000 Metres",2017,0 days 00:28:14.670000
4046,Stephen MOKOKA,"10,000 Metres",2018,0 days 00:27:44.580000
