Name,Races
Bastien AUGUSTO,"[['1500 Metres', 'Year Performance Venue Date', '2019 3:46.22 Amiens (FRA) 09 JUN 2019', '2020 3:42.61 Stade des Maradas, Cergy-Pontoise (FRA) 19 SEP 2020', '2021 3:38.33 Stade Du Moulin Boisseau, Carquefou (FRA) 11 JUN 2021', '2023 3:34.85 Stade Delort, Marseille (FRA) 17 JUL 2023', '2024 3:40.79 Cougar Athletic Stadium, Azusa, CA (USA) 13 APR 2024'], ['1500 Metres Short Track', 'Year Performance Venue Date', '2021 3:47.78 Stadium Miramas Métropole, Miramas (FRA) (i) 21 FEB 2021'], ['3000 Metres', 'Year Performance Venue Date', '2021 8:13.86 Stade couvert Jesse Owens, Val-de-Reuil (FRA) (i) 07 FEB 2021', ""2022 7:56.16 Halle Michel d'Ornano, Mondeville (FRA) (i) 09 FEB 2022"", ""2023 7:42.10 L'Anneau-Halle d'athlétisme de Metz, Metz (FRA) (i) 11 FEB 2023""], ['3000 Metres Short Track', 'Year Performance Venue Date', '2021 8:13.86 Stade couvert Jesse Owens, Val-de-Reuil (FRA) (i) 07 FEB 2021', ""2022 7:56.16 Halle Michel d'Ornano, Mondeville (FRA) (i) 09 FEB 2022"", ""2023 7:42.10 L'Anneau-Halle d'athlétisme de Metz, Metz (FRA) (i) 11 FEB 2023""], ['5000 Metres', 'Year Performance Venue Date', '2019 14:09.18 Putbosstadion, Oordegem (BEL) 25 MAY 2019', '2020 14:06.85 Stadium Municipal, Albi (FRA) 12 SEP 2020', '2023 13:47.89 Montesson (FRA) 10 JUN 2023', '2024 13:16.85 Cougar Athletic Stadium, Azusa, CA (USA) 12 APR 2024'], ['10,000 Metres', 'Year Performance Venue Date', '2019 30:54.05 Pacé (FRA) 13 APR 2019', '2021 29:26.87 Stade Complexe Sportif Jean-Paul Chasseboeuf, Pacé (FRA) 24 APR 2021', '2024 28:40.62 JSerra Catholic HS, San Juan Capistrano, CA (USA) 16 MAR 2024'], ['5 Kilometres Road', 'Year Performance Venue Date', '2021 13:38 Lille (FRA) 06 NOV 2021'], ['10 Kilometres Road', 'Year Performance Venue Date', '2018 30:07 Houilles (FRA) 30 DEC 2018', '2019 29:14 Le Canet-en-Roussillon (FRA) 06 OCT 2019', '2020 30:35 Barcelona (ESP) 31 DEC 2020', '2021 28:35 Valencia (ESP) 03 OCT 2021', '2022 28:15 Lille (FRA) 01 OCT 2022', '2023 27:40 Lille (FRA) 18 NOV 2023']]"
Salih TEKSÖZ,"[['800 Metres', 'Year Performance Venue Date', '2018 1:49.23 Bursa (TUR) 15 AUG 2018', '2019 1:49.07 Istanbul (TUR) (i) 18 FEB 2019', '2021 1:51.65 Mersin (TUR) 26 AUG 2021', '2022 1:48.51 Stadionul de atletism ""Nicolae Mărășescu"", Craiova (ROU) 19 JUN 2022', '2023 1:46.40 Sports Park Mladost, Zagreb (CRO) 10 SEP 2023', '2024 1:47.70 Ataköy Arena, Istanbul (TUR) (i) 18 FEB 2024'], ['800 Metres Short Track', 'Year Performance Venue Date', '2018 1:51.87 Istanbul (TUR) (i) 04 FEB 2018', '2019 1:49.07 Istanbul (TUR) (i) 18 FEB 2019', '2022 1:48.62 Osmangazi Atletizm Salonu, Bursa (TUR) (i) 09 MAR 2022', '2023 1:49.40 Ataköy Arena, Istanbul (TUR) (i) 15 MAR 2023', '2024 1:47.70 Ataköy Arena, Istanbul (TUR) (i) 18 FEB 2024'], ['1500 Metres', 'Year Performance Venue Date', '2017 3:53.07 Bursa (TUR) 14 JUN 2017', '2019 3:59.43 Samsun (TUR) 11 MAY 2019', '2021 3:50.84 Istanbul (TUR) 08 AUG 2021', '2022 3:48.59 Atıcılar Atletizm Sahası, Bursa (TUR) 28 AUG 2022', '2023 3:42.57 Atıcılar Atletizm Sahası, Bursa (TUR) 08 JUL 2023', '2024 3:42.34 Ataköy Arena, Istanbul (TUR) (i) 20 JAN 2024'], ['1500 Metres Short Track', 'Year Performance Venue Date', '2022 3:49.43 Ataköy Arena, Istanbul (TUR) (i) 27 FEB 2022', '2023 3:45.82 Osmangazi Atletizm Salonu, Bursa (TUR) (i) 28 JAN 2023', '2024 3:42.34 Ataköy Arena, Istanbul (TUR) (i) 20 JAN 2024'], ['3000 Metres', 'Year Performance Venue Date', '2023 8:31.02 Ataköy Arena, Istanbul (TUR) (i) 15 MAR 2023'], ['3000 Metres Short Track', 'Year Performance Venue Date', '2023 8:31.02 Ataköy Arena, Istanbul (TUR) (i) 15 MAR 2023'], ['4x400 Metres Relay', 'Year Performance Venue Date', '2022 3:08.48 Stadionul de atletism ""Nicolae Mărășescu"", Craiova (ROU) 19 JUN 2022']]"
Rheinhardt HARRISON,"[['800 Metres', 'Year Performance Venue Date', '2022 1:48.62 Percy Beard Track, Gainesville, FL (USA) 14 MAY 2022', '2024 1:48.28 Hayward Field, Eugene, OR (USA) 20 APR 2024'], ['1500 Metres', 'Year Performance Venue Date', '2023 3:38.90 Mt. Hood Community College, Gresham, OR (USA) 04 JUN 2023', '2024 3:41.64 Cougar Athletic Stadium, Azusa, CA (USA) 13 APR 2024'], ['Mile', 'Year Performance Venue Date', '2020 4:01.34 Lipscomb Academy, Nashville, TN (USA) 15 AUG 2020', '2022 4:01.15 Randal Tyson Indoor Center, Fayetteville, AR (USA) (i) 12 FEB 2022'], ['Mile Short Track', 'Year Performance Venue Date', '2022 4:01.15 Randal Tyson Indoor Center, Fayetteville, AR (USA) (i) 12 FEB 2022'], ['4x800 Metres Relay', 'Year Performance Venue Date', '2024 7:15.46 Franklin Field, Philadelphia, PA (USA) 27 APR 2024'], ['Distance Medley', 'Year Performance Venue Date', '2024 9:36.89 Franklin Field, Philadelphia, PA (USA) 26 APR 2024']]"
Isaac MPOFU,"[['800 Metres', 'Year Performance Venue Date', '2020 1:56.83 White City Stadium, Bulawayo (ZIM) 29 NOV 2020'], ['5000 Metres', 'Year Performance Venue Date', '2020 14:42.40 White City Stadium, Bulawayo (ZIM) 29 NOV 2020'], ['Half Marathon', 'Year Performance Venue Date', '2014 1:06:42 Victoria Falls (ZIM) 29 JUN 2014', '2019 1:10:15 Soweto (RSA) 03 NOV 2019', '2022 1:04:01 Cape Town (RSA) 16 APR 2022'], ['Marathon', 'Year Performance Venue Date', '2018 2:16:59 Gaborone (BOT) 13 MAY 2018', '2019 2:15:10 Mossel Bay (RSA) 24 AUG 2019', '2021 2:11:41 Cape Town (RSA) 17 OCT 2021', '2022 2:06:48 Valencia (ESP) 04 DEC 2022', '2023 2:07:39 Valencia (ESP) 03 DEC 2023']]"
Yassine EL FATHAOUI,"[['1500 Metres', 'Year Performance Venue Date', '2010 3:56.31 Modena (ITA) 25 APR 2010', '2011 4:00.32 Modena (ITA) 09 JUL 2011'], ['1500 Metres Short Track', 'Year Performance Venue Date', '2010 4:03.57 Parma (ITA) (i) 30 JAN 2010'], ['3000 Metres', 'Year Performance Venue Date', '2010 8:41.51 Parma (ITA) (i) 16 JAN 2010', '2015 8:39.98 Imola (ITA) 03 JUN 2015'], ['3000 Metres Short Track', 'Year Performance Venue Date', '2010 8:41.51 Parma (ITA) (i) 16 JAN 2010'], ['5000 Metres', 'Year Performance Venue Date', '2010 14:47.67 Imola (ITA) 16 MAY 2010', '2011 14:29.86 Imola (ITA) 15 MAY 2011', '2012 15:34.57 Parma (ITA) 30 MAY 2012', '2014 15:21.01 Orvieto (ITA) 28 SEP 2014', '2015 14:57.78 Modena (ITA) 28 JUN 2015', '2017 14:51.82 Modena (ITA) 07 MAY 2017', '2020 14:29.63 Stade Olympique de la Pontaise, Lausanne (SUI) 15 JUL 2020', '2021 14:55.80 Campo Scoula Comunale Carlo Gotti, Forli (ITA) 26 MAY 2021'], ['10,000 Metres', 'Year Performance Venue Date', '2015 30:42.86 Rubiera (ITA) 26 APR 2015', '2017 30:00.72 Marina di Carrara (ITA) 22 APR 2017', '2021 29:40.23 Pista Comunale, Rubiera (ITA) 18 APR 2021'], ['3000 Metres Steeplechase', 'Year Performance Venue Date', '2010 9:28.82 Modena (ITA) 12 JUN 2010', '2011 9:29.74 Imola (ITA) 14 MAY 2011'], ['Road Race', 'Year Performance Venue Date', '2023 35:58 Castelbuono (ITA) 26 JUL 2023'], ['10 Kilometres Road', 'Year Performance Venue Date', '2010 30:35 Fidenza (ITA) 24 OCT 2010', '2015 31:01 Bolzano (ITA) 31 DEC 2015', '2016 30:34 Foligno (ITA) 10 SEP 2016', '2017 30:10 Dalmine (ITA) 09 SEP 2017', '2019 29:49 Roma (ITA) 31 DEC 2019', '2020 31:57 Roma (ITA) 13 SEP 2020', '2021 29:35 Bolzano (ITA) 31 DEC 2021', '2022 29:15 Trieste (ITA) 22 MAY 2022', '2023 28:58 Pescara (ITA) 10 SEP 2023'], ['Half Marathon', 'Year Performance Venue Date', '2009 1:09:29 Carpenedolo (ITA) 08 NOV 2009', '2010 1:08:24 Castelnuovo del Garda (ITA) 05 DEC 2010', '2011 1:06:46 Piacenza (ITA) 06 MAR 2011', '2014 1:08:45 Cremona (ITA) 19 OCT 2014', '2015 1:06:11 Telese Terme (ITA) 04 OCT 2015', '2016 1:04:17 Fucecchio (ITA) 06 MAR 2016', '2017 1:05:07 Verona (ITA) 12 FEB 2017', '2019 1:05:31 Milano (ITA) 24 MAR 2019', '2021 1:04:11 Verona (ITA) 13 JUN 2021', '2022 1:03:51 Ravenna (ITA) 13 NOV 2022'], ['Marathon', 'Year Performance Venue Date', '2016 2:23:59 Verbania (ITA) 06 NOV 2016', '2017 2:26:33 Firenze (ITA) 26 NOV 2017', '2018 2:18:39 Hamburg (GER) 29 APR 2018', '2019 2:11:08 Berlin (GER) 29 SEP 2019', '2020 2:10:10 Sevilla (ESP) 23 FEB 2020', '2021 2:19:44 Odori Park, Sapporo (JPN) 08 AUG 2021', '2022 2:10:22 Paris (FRA) 03 APR 2022']]"
Therence BIZOZA,"[['5000 Metres', 'Year Performance Venue Date', '2023 13:39.47 LAZ Wien, Wien (AUT) 17 JUN 2023'], ['10,000 Metres', 'Year Performance Venue Date', '2023 28:13.72 Parliament Hill Fields Athletics Track, London (GBR) 20 MAY 2023'], ['15 Kilometres Road', 'Year Performance Venue Date', '2023 44:10 Nijmegen (NED) 19 NOV 2023'], ['Half Marathon', 'Year Performance Venue Date', '2022 1:01:30 Arezzo (ITA) 30 OCT 2022', '2023 1:02:38 Riga (LAT) 01 OCT 2023', '2024 1:03:06 Milano (ITA) 24 MAR 2024'], ['Marathon', 'Year Performance Venue Date', '2023 2:09:18 Amsterdam (NED) 15 OCT 2023']]"
Bedan KAROKI,"[['1500 Metres', 'Year Performance Venue Date', '2016 3:42.1h Nakuru (KEN) 18 MAR 2016'], ['3000 Metres', 'Year Performance Venue Date', '2010 7:49.38 Kazo (JPN) 11 APR 2010', '2011 7:49.43 Kazo (JPN) 10 APR 2011', '2013 7:37.68 Sports Park Mladost, Zagreb (CRO) 03 SEP 2013'], ['5000 Metres', 'Year Performance Venue Date', '2008 13:33.24 Hiroshima (JPN) 29 APR 2008', '2009 13:32.79 Hiroshima (JPN) 29 APR 2009', '2010 13:23.85 Marugame (JPN) 06 JUN 2010', '2011 13:15.76 Kumagaya (JPN) 12 JUN 2011', '2012 13:21.02 Fukuoka (JPN) 22 SEP 2012', '2013 13:15.75 Yokohama (JPN) 17 NOV 2013', '2014 13:15.25 Kitami (JPN) 02 JUL 2014', '2015 13:21.26 Stade Olympique de la Pontaise, Lausanne (SUI) 09 JUL 2015', '2016 13:25.64 Yokohama (JPN) 13 NOV 2016', '2020 13:35.68 Chukyo Univ. Stadium, Toyota (JPN) 26 SEP 2020', '2021 13:31.47 National Stadium, Tokyo (JPN) 09 MAY 2021', '2023 13:25.93 Nishishina Athletic Stadium, Nobeoka (JPN) 04 MAY 2023'], ['10,000 Metres', 'Year Performance Venue Date', '2010 27:23.62 Kumagaya (JPN) 15 MAY 2010', '2011 27:13.67 Palo Alto, CA (USA) 01 MAY 2011', '2012 27:05.50 Hayward Field, Eugene, OR (USA) 01 JUN 2012', '2013 27:13.12 Hayward Field, Eugene, OR (USA) 31 MAY 2013', '2014 26:52.36 Hayward Field, Eugene, OR (USA) 30 MAY 2014', '2015 27:04.77 National Stadium, Beijing (CHN) 22 AUG 2015', '2016 27:07.30 Yokohama (JPN) 12 NOV 2016', '2017 26:52.12 Olympic Stadium, London (GBR) 04 AUG 2017', '2020 27:02.80 Prefectural Stadium, Kumagaya (JPN) 19 SEP 2020', '2022 27:42.08 Hoshigadai Stadium, Tajimi (JPN) 08 OCT 2022', '2023 27:54.48 Nagaragawa Stadium, Gifu (JPN) 13 MAY 2023'], ['10 Kilometres Road', 'Year Performance Venue Date', '2014 28:35 San Juan (PUR) 23 FEB 2014', '2016 27:42 San Juan (PUR) 28 FEB 2016', '2019 29:32 Bengaluru (IND) 19 MAY 2019'], ['Half Marathon', 'Year Performance Venue Date', '2014 59:23 Philadelphia, PA (USA) 20 SEP 2014', '2015 59:14 København (DEN) 13 SEP 2015', '2016 59:32 København (DEN) 18 SEP 2016', '2017 59:10 Ras Al Khaimah (UAE) 10 FEB 2017', '2018 58:42 Ras Al Khaimah (UAE) 09 FEB 2018', '2019 59:05 Buenos Aires (ARG) 25 AUG 2019', '2022 1:00:55 Buenos Aires (ARG) 21 AUG 2022', '2023 59:37 Buenos Aires (ARG) 27 AUG 2023'], ['Marathon', 'Year Performance Venue Date', '2017 2:07:41 London (GBR) 23 APR 2017', '2018 2:07:59 Chicago, IL (USA) 07 OCT 2018', '2019 2:05:53 Chicago, IL (USA) 13 OCT 2019', '2020 2:06:15 Tokyo (JPN) 01 MAR 2020', '2024 2:07:59 Tokyo (JPN) 03 MAR 2024']]"
Ramazan ÖZDEMIR,"[['800 Metres', 'Year Performance Venue Date', '2014 1:54.60 Ankara (TUR) 15 JUN 2014'], ['1500 Metres', 'Year Performance Venue Date', '2011 3:52.29 Izmir (TUR) 09 JUL 2011', '2012 3:47.62 Istanbul (TUR) 09 JUN 2012', '2013 3:46.86 Istanbul (TUR) 08 JUN 2013', '2014 3:46.26 Izmir (TUR) 02 AUG 2014', '2015 3:42.60 Istanbul (TUR) 13 JUN 2015', '2016 3:40.66 Wien (AUT) (i) 30 JAN 2016', '2017 3:45.82 Istanbul (TUR) (i) 28 JAN 2017', '2019 3:43.88 Bursa (TUR) 19 JUN 2019', '2020 3:46.19 Bursa (TUR) 28 AUG 2020'], ['1500 Metres Short Track', 'Year Performance Venue Date', '2015 3:44.35 Istanbul (TUR) (i) 21 FEB 2015', '2016 3:40.66 Wien (AUT) (i) 30 JAN 2016', '2017 3:45.82 Istanbul (TUR) (i) 28 JAN 2017', '2019 3:50.73 Istanbul (TUR) (i) 27 JAN 2019', '2020 3:49.06 Ataköy Arena, Istanbul (TUR) (i) 01 FEB 2020'], ['2000 Metres', 'Year Performance Venue Date', '2012 5:17.33 Istanbul (TUR) 02 JUN 2012'], ['3000 Metres', 'Year Performance Venue Date', '2011 8:30.97 Izmir (TUR) 10 JUL 2011', '2012 8:19.36 Istanbul (TUR) (i) 18 FEB 2012', '2013 8:23.97 Mersin (TUR) 08 SEP 2013', '2014 8:14.52 Istanbul (TUR) (i) 22 FEB 2014', '2015 8:08.68 Istanbul (TUR) (i) 15 FEB 2015', '2016 8:05.61 Mersin (TUR) 24 MAY 2016', '2017 7:52.64 Istanbul (TUR) (i) 17 FEB 2017', '2018 7:57.34 Istanbul (TUR) (i) 18 FEB 2018', '2019 8:04.09 Istanbul (TUR) (i) 17 FEB 2019', '2020 8:11.41 Ataköy Arena, Istanbul (TUR) (i) 02 FEB 2020', '2021 8:09.21 Cluj Arena, Cluj-Napoca (ROU) 20 JUN 2021', '2023 8:19.91 Seha Aksoy Atletizm Pisti, Izmir (TUR) 05 JUL 2023'], ['3000 Metres Short Track', 'Year Performance Venue Date', '2012 8:19.36 Istanbul (TUR) (i) 18 FEB 2012', '2014 8:14.52 Istanbul (TUR) (i) 22 FEB 2014', '2015 8:08.68 Istanbul (TUR) (i) 15 FEB 2015', '2017 7:52.64 Istanbul (TUR) (i) 17 FEB 2017', '2018 7:57.34 Istanbul (TUR) (i) 18 FEB 2018', '2019 8:04.09 Istanbul (TUR) (i) 17 FEB 2019', '2020 8:11.41 Ataköy Arena, Istanbul (TUR) (i) 02 FEB 2020'], ['5000 Metres', 'Year Performance Venue Date', '2012 14:42.84 Izmir (TUR) 19 MAY 2012', '2013 14:39.65 Stara Zagora (BUL) 27 JUL 2013', '2014 15:03.73 Izmir (TUR) 19 JUL 2014', '2017 13:37.58 Baku (AZE) 16 MAY 2017', '2018 13:58.51 Huelva (ESP) 08 JUN 2018', '2019 14:16.70 Izmir (TUR) 28 JUL 2019', '2021 13:50.29 Atıcılar Atletizm Sahası, Bursa (TUR) 05 JUN 2021', '2023 13:54.32 Atıcılar Atletizm Sahası, Bursa (TUR) 08 JUL 2023'], ['10,000 Metres', 'Year Performance Venue Date', '2017 31:09.22 Minsk (BLR) 10 JUN 2017', '2018 29:08.80 Mersin (TUR) 05 MAY 2018', '2023 28:28.48 Nevin Yanıt Atletizm Pisti, Mersin (TUR) 06 MAY 2023'], ['10 Kilometres Road', 'Year Performance Venue Date', '2015 30:13 Kocaeli (TUR) 25 OCT 2015', '2017 29:38 Gaziantep (TUR) 17 DEC 2017'], ['15 Kilometres Road', 'Year Performance Venue Date', '2018 45:38 Istanbul (TUR) 11 NOV 2018'], ['Half Marathon', 'Year Performance Venue Date', '2022 1:03:10 Trabzon (TUR) 20 FEB 2022', '2023 1:05:29 Gaziantep (TUR) 17 DEC 2023', '2024 1:03:48 Istanbul (TUR) 28 APR 2024'], ['Marathon', 'Year Performance Venue Date', '2023 2:21:15 Mersin (TUR) 10 DEC 2023']]"
Cole SPROUT,"[['800 Metres', 'Year Performance Venue Date', '2019 1:55.85 Jeffco Stadium, Lakewood, CO (USA) 17 MAY 2019', '2021 1:51.79 Edwards Stadium, Berkeley, CA (USA) 01 MAY 2021'], ['1000 Metres', 'Year Performance Venue Date', '2024 2:25.69 Dempsey Indoor, Seattle, WA (USA) (i) 13 JAN 2024'], ['1500 Metres', 'Year Performance Venue Date', '2018 3:55.48 Eugene, OR (USA) 14 APR 2018', '2020 3:54.23 Laugardalshöll, Reykjavík (ISL) (i) 02 FEB 2020', '2021 3:42.27 Hayward Field, Eugene, OR (USA) 17 APR 2021', '2022 3:49.50 Cobb Track and Angell Field, Palo Alto, CA (USA) 30 APR 2022', '2023 3:47.90 Edwards Stadium, Berkeley, CA (USA) 29 APR 2023', '2024 3:44.27 Cobb Track and Angell Field, Palo Alto, CA (USA) 26 APR 2024'], ['1500 Metres Short Track', 'Year Performance Venue Date', '2020 3:54.23 Laugardalshöll, Reykjavík (ISL) (i) 02 FEB 2020'], ['Mile', 'Year Performance Venue Date', '2019 4:04.19 Nashville, TN (USA) 01 JUN 2019', '2020 4:02.42 Oak Ridge HS, Oak Ridge, TN (USA) 23 MAY 2020', '2024 3:58.87 Dempsey Indoor, Seattle, WA (USA) (i) 24 FEB 2024'], ['Mile Short Track', 'Year Performance Venue Date', '2019 4:06.68 New York, NY (USA) (i) 10 MAR 2019'], ['3000 Metres', 'Year Performance Venue Date', '2018 8:13.85 Eugene, OR (USA) 13 APR 2018', '2020 8:37.23 Mountain Lion Fieldhouse, Colorado Springs, CO (USA) (i) 21 FEB 2020', '2021 8:03.26 Edwards Stadium, Berkeley, CA (USA) 01 MAY 2021', '2022 7:43.10 Dempsey Indoor, Seattle, WA (USA) (i) 26 FEB 2022', '2023 7:44.50 Randal Tyson Indoor Center, Fayetteville, AR (USA) (i) 28 JAN 2023', '2024 7:49.14 Dempsey Indoor, Seattle, WA (USA) (i) 23 FEB 2024'], ['3000 Metres Short Track', 'Year Performance Venue Date', '2020 8:37.23 Mountain Lion Fieldhouse, Colorado Springs, CO (USA) (i) 21 FEB 2020', '2022 7:49.26 Randal Tyson Indoor Center, Fayetteville, AR (USA) (i) 29 JAN 2022', '2023 7:44.50 Randal Tyson Indoor Center, Fayetteville, AR (USA) (i) 28 JAN 2023'], ['2 Miles', 'Year Performance Venue Date', '2018 8:49.46 Shoreline, WA (USA) 08 JUN 2018', '2019 8:46.41 Seattle, WA (USA) 15 JUN 2019'], ['5000 Metres', 'Year Performance Venue Date', '2021 13:43.92 Cobb Track and Angell Field, Palo Alto, CA (USA) 02 APR 2021', '2022 13:24.38 Dempsey Indoor, Seattle, WA (USA) (i) 11 FEB 2022', '2023 13:42.27 Boston Univ. Track & Tennis Center, Boston, MA (USA) (i) 02 DEC 2023', '2024 13:30.37 Boston Univ. Track & Tennis Center, Boston, MA (USA) (i) 26 JAN 2024'], ['5000 Metres Short Track', 'Year Performance Venue Date', '2022 13:25.67 CrossPlex Athletic Facility, Birmingham, AL (USA) (i) 11 MAR 2022', '2023 13:42.27 Boston Univ. Track & Tennis Center, Boston, MA (USA) (i) 02 DEC 2023', '2024 13:30.37 Boston Univ. Track & Tennis Center, Boston, MA (USA) (i) 26 JAN 2024'], ['10,000 Metres', 'Year Performance Venue Date', '2022 27:42.42 Cobb Track and Angell Field, Palo Alto, CA (USA) 29 APR 2022', '2023 28:30.91 Cobb Track and Angell Field, Palo Alto, CA (USA) 21 APR 2023', '2024 28:17.69 Jack Kemp Stadium, Los Angeles, CA (USA) 11 MAY 2024'], ['Distance Medley', 'Year Performance Venue Date', '2022 9:29.57 Loftus Sports Center, Notre Dame, IN (USA) (i) 19 FEB 2022'], ['Distance Medley Short Track', 'Year Performance Venue Date', '2022 9:32.18 Randal Tyson Indoor Center, Fayetteville, AR (USA) (i) 28 JAN 2022', '2024 9:27.06 Boston Univ. Track & Tennis Center, Boston, MA (USA) (i) 16 FEB 2024']]"
Mohamed CHAABOUD,"[['10,000 Metres', 'Year Performance Venue Date', '2021 29:01.84 Complexe Sportif Prince Moulay Abdellah, Rabat (MAR) 21 FEB 2021'], ['10 Kilometres Road', 'Year Performance Venue Date', '2019 30:03 Fes (MAR) 06 JAN 2019'], ['20 Kilometres Road', 'Year Performance Venue Date', '2018 1:01:36 Marrakesh (MAR) 07 OCT 2018', '2019 1:03:39 Marrakesh (MAR) 29 SEP 2019'], ['Half Marathon', 'Year Performance Venue Date', '2016 1:07:51 Rabat (MAR) 13 MAR 2016', '2023 1:06:06 Thessaloniki (GRE) 21 OCT 2023'], ['Marathon', 'Year Performance Venue Date', '2017 2:18:13 Casablanca (MAR) 29 OCT 2017', '2018 2:13:47 Marrakesh (MAR) 28 JAN 2018', '2019 2:16:13 Seoul (KOR) 03 NOV 2019', '2020 2:18:28 Fes (MAR) 12 JAN 2020', '2021 2:16:42 Sofia (BUL) 10 OCT 2021', '2022 2:13:38 Sofia (BUL) 09 OCT 2022', '2023 2:17:19 Bucureşti (ROU) 15 OCT 2023', '2024 2:09:20 Aveiro (POR) 28 APR 2024']]"
Morgan LE GUEN,"[['1500 Metres', 'Year Performance Venue Date', '2019 3:50.43 Bron (FRA) 11 JUL 2019', '2022 3:45.16 Stadion Allmend, Luzern (SUI) 30 AUG 2022', '2023 3:43.17 Stade Raymond Troussier, Decines (FRA) 08 JUL 2023', '2024 3:41.76 Stade Du Moulin, Gravelines (FRA) 08 MAY 2024'], ['3000 Metres', 'Year Performance Venue Date', '2019 8:44.14 Bonneville (FRA) 04 MAY 2019', '2021 8:00.73 Stadion Wankdorf, Bern (SUI) 21 AUG 2021', '2022 7:49.14 Stadio Comunale, Bellinzona (SUI) 12 SEP 2022'], ['5000 Metres', 'Year Performance Venue Date', '2019 14:14.63 Halluin (FRA) 26 JUN 2019', '2021 13:48.58 Sportanlage Wisacher, Regensdorf (SUI) 14 AUG 2021', '2022 13:37.22 Sportanlage Wisacher, Regensdorf (SUI) 13 AUG 2022', '2023 13:29.51 Putbosstadion, Oordegem (BEL) 27 MAY 2023', '2024 13:25.59 Cougar Athletic Stadium, Azusa, CA (USA) 12 APR 2024'], ['10,000 Metres', 'Year Performance Venue Date', '2023 28:58.08 Stade Complexe Sportif Jean-Paul Chasseboeuf, Pacé (FRA) 03 JUN 2023'], ['Road Race', 'Year Performance Venue Date', '2023 21:27 Genève (SUI) 03 DEC 2023'], ['5 Kilometres Road', 'Year Performance Venue Date', '2023 13:46 Riga (LAT) 01 OCT 2023', '2024 13:40 Lille (FRA) 17 MAR 2024'], ['8 Kilometres Road', 'Year Performance Venue Date', '2019 24:15 Bulle (SUI) 16 NOV 2019'], ['10 Kilometres Road', 'Year Performance Venue Date', '2019 30:44 Genève (SUI) 11 MAY 2019', '2020 28:55 Valencia (ESP) 12 JAN 2020', '2021 28:33 Genève (SUI) 03 OCT 2021', '2022 28:26 Valencia (ESP) 09 JAN 2022', '2023 28:19 Castellón (ESP) 26 FEB 2023', '2024 28:00 Castellón (ESP) 25 FEB 2024'], ['Half Marathon', 'Year Performance Venue Date', '2021 1:02:22 Lisboa (POR) 21 NOV 2021', '2022 1:01:53 Napoli (ITA) 27 FEB 2022', '2023 1:01:55 Berlin (GER) 02 APR 2023']]"
Ryoma INOUE,"[['1500 Metres', 'Year Performance Venue Date', '2019 3:57.85 Kyoto (JPN) 10 MAY 2019', '2021 3:50.45 Municipal Nishikyogoku Stadium, Kyoto (JPN) 17 JUL 2021'], ['5000 Metres', 'Year Performance Venue Date', '2018 14:22.63 Yokohama (JPN) 21 OCT 2018', '2019 14:43.01 Nara (JPN) 18 MAY 2019', '2020 14:34.35 Athletics Stadium, Toyama (JPN) 06 SEP 2020', '2021 14:18.92 NITTAIDAI Athletic Stadium, Yokohama (JPN) 05 DEC 2021', '2022 14:08.19 Takebishi Stadium, Kyoto (JPN) 10 DEC 2022', '2023 14:20.53 Municipal Stadium, Miyoshi (JPN) 30 SEP 2023', '2024 13:52.20 Municipal Stadium, Hiroshima (JPN) 29 APR 2024'], ['10,000 Metres', 'Year Performance Venue Date', '2020 29:57.36 Municipal Stadium, Miyoshi (JPN) 26 SEP 2020', '2021 30:00.18 Takebishi Stadium, Kyoto (JPN) 04 APR 2021', '2023 28:51.66 Municipal Stadium, Miyoshi (JPN) 18 NOV 2023', '2024 29:52.63 Universiade Commemorative Stadium, Kobe (JPN) 20 APR 2024'], ['Half Marathon', 'Year Performance Venue Date', '2020 1:04:30 Osaka (JPN) 26 JAN 2020', '2022 1:05:10 Osaka (JPN) 30 JAN 2022', '2023 1:02:07 Ishin Me-Life Stadium, Yamaguchi (JPN) 12 FEB 2023', '2024 1:02:14 Marugame (JPN) 04 FEB 2024']]"
