Name,Races
Gashau AYALE,"[['1500 Metres', 'Year Performance Venue Date', '2019 3:48.81 Tel Aviv (ISR) 24 JUL 2019', '2023 3:59.52 Hadar Yosef Stadium, Tel Aviv (ISR) 10 JUN 2023'], ['3000 Metres', 'Year Performance Venue Date', '2019 8:17.37 Rishon Letzion (ISR) 26 MAY 2019', '2020 8:05.64 Tel Aviv (ISR) 09 JUN 2020', '2021 8:20.36 Tel Aviv (ISR) 21 JAN 2021', '2022 8:28.03 Hadar Yosef Stadium, Tel Aviv (ISR) 05 FEB 2022'], ['5000 Metres', 'Year Performance Venue Date', '2017 14:46.25 Jerusalem (ISR) 13 JUL 2017', '2019 14:06.13 Tel Aviv (ISR) 01 JUN 2019', '2020 14:03.49 Tel Aviv (ISR) 21 JUN 2020', '2021 14:04.09 Hadar Yosef Stadium, Tel Aviv (ISR) 29 DEC 2021', '2022 13:56.37 Hadar Yosef Stadium, Tel Aviv (ISR) 11 JUN 2022', '2023 13:47.78 Hadar Yosef Stadium, Tel Aviv (ISR) 10 JUN 2023'], ['10,000 Metres', 'Year Performance Venue Date', '2015 31:02.21 Ekängens Friidrottsarena, Eskilstuna (SWE) 16 JUL 2015', '2019 28:50.47 London (GBR) 06 JUL 2019', '2020 29:36.30 Tel Aviv (ISR) 13 SEP 2020', '2021 28:30.66 Hadar Yosef Stadium, Tel Aviv (ISR) 22 APR 2021', '2022 27:49.88 Parliament Hill Fields Athletics Track, London (GBR) 14 MAY 2022', '2023 28:08.39 Parliament Hill Fields Athletics Track, London (GBR) 20 MAY 2023'], ['10 Kilometres Road', 'Year Performance Venue Date', '2018 29:23 Hasharon (ISR) 17 NOV 2018', '2019 29:37 See Genezareth (ISR) 04 JAN 2019'], ['15 Kilometres Road', 'Year Performance Venue Date', '2020 44:36 Tel Aviv (ISR) 18 SEP 2020'], ['Half Marathon', 'Year Performance Venue Date', '2019 1:02:39 Valencia (ESP) 27 OCT 2019', '2020 1:08:13 Gan HaShlosha National Park (ISR) 25 DEC 2020', '2022 1:02:38 Tiberias (ISR) 10 DEC 2022'], ['Marathon', 'Year Performance Venue Date', '2021 2:09:30 Valencia (ESP) 05 DEC 2021', '2022 2:10:29 Odeonplatz, München (GER) 15 AUG 2022', '2023 2:05:33 Sevilla (ESP) 19 FEB 2023', '2024 2:04:53 Sevilla (ESP) 18 FEB 2024']]"
Pascal FURTWÄNGLER,"[['400 Metres', 'Year Performance Venue Date', '2014 53.17 Winterthur (SUI) 31 MAY 2014', '2016 50.32 Delémont (SUI) 04 SEP 2016', '2017 49.96 Winterthur (SUI) 13 MAY 2017', '2020 51.55 Stade de La Charrière, La Chaux-de-Fonds (SUI) 26 AUG 2020'], ['600 Metres', 'Year Performance Venue Date', '2016 1:22.52 Langenthal (SUI) 05 MAY 2016', '2018 1:20.33 Langenthal (SUI) 10 MAY 2018'], ['800 Metres', 'Year Performance Venue Date', '2012 1:58.92 Bern (SUI) 09 JUN 2012', '2013 1:55.00 Luzern (SUI) 15 JUN 2013', '2014 1:55.58 Bern (SUI) 30 AUG 2014', '2015 1:53.94 Langenthal (SUI) 12 AUG 2015', '2016 1:51.48 Thun (SUI) 22 JUN 2016', '2017 1:50.01 Stade Olympique de la Pontaise, Lausanne (SUI) 06 JUL 2017', '2018 1:48.80 Bellinzona (SUI) 18 JUL 2018', '2019 1:49.03 Stadion Wankdorf, Bern (SUI) 03 AUG 2019', '2020 1:51.19 Stade Raymond Troussier, Decines (FRA) 29 AUG 2020', '2022 1:50.52 Sportanlage Seefeld, Horw (SUI) 14 MAY 2022', '2023 1:50.00 Allmend, Meilen (SUI) 17 JUN 2023'], ['800 Metres Short Track', 'Year Performance Venue Date', '2023 1:52.04 Halle End der Welt, Magglingen (SUI) (i) 04 FEB 2023'], ['1000 Metres', 'Year Performance Venue Date', '2013 2:31.05 Langenthal (SUI) 09 MAY 2013', '2015 2:27.08 Langenthal (SUI) 14 MAY 2015', '2016 2:27.35 Pliezhausen (GER) 08 MAY 2016', '2017 2:24.72 Willisau (SUI) 06 MAY 2017', '2018 2:23.73 Willisau (SUI) 05 MAY 2018', '2020 2:25.33 Meierwiesen Stadion, Wetzikon (SUI) 16 JUN 2020', '2021 2:25.83 Stadion Hard, Langenthal (SUI) 13 MAY 2021', '2022 2:28.50 Halle End der Welt, Magglingen (SUI) (i) 30 JAN 2022'], ['1000 Metres Short Track', 'Year Performance Venue Date', '2022 2:28.50 Halle End der Welt, Magglingen (SUI) (i) 30 JAN 2022'], ['1500 Metres', 'Year Performance Venue Date', '2011 4:04.95 Hochdorf (SUI) 04 SEP 2011', '2012 4:00.93 Basel (SUI) 09 SEP 2012', '2013 3:58.52 Genève (SUI) 01 JUN 2013', '2014 3:54.27 Genève (SUI) 07 SEP 2014', '2015 3:51.56 Regensdorf (SUI) 18 AUG 2015', '2016 3:50.66 Nottwil (SUI) 02 JUL 2016', '2017 3:46.72 Genève (SUI) 10 JUN 2017', '2018 3:45.07 Sollentuna (SWE) 28 JUN 2018', '2019 3:45.59 Regensdorf (SUI) 10 AUG 2019', '2020 3:46.68 Sportanlage Wisacher, Regensdorf (SUI) 08 AUG 2020', '2022 3:47.17 Bungertstadion, Rehlingen (GER) 05 JUN 2022', '2023 3:44.95 TSV Stadion, Pfungstadt (GER) 21 JUN 2023'], ['1500 Metres Short Track', 'Year Performance Venue Date', '2022 3:58.60 Halle End der Welt, Magglingen (SUI) (i) 27 FEB 2022', '2023 4:00.80 Athletik Zentrum, St. Gallen (SUI) (i) 19 FEB 2023'], ['3000 Metres', 'Year Performance Venue Date', '2016 8:29.56 Langenthal (SUI) 03 AUG 2016', '2022 8:29.08 Sportanlage Wintersried, Ibach (SUI) 21 MAY 2022', '2023 8:40.80 Stadion Lachen, Thun (SUI) 16 SEP 2023']]"
Ryuya KAJITANI,"[['3000 Metres', 'Year Performance Venue Date', '2022 8:06.95 Mikio Oda Memorial Athletic Field, Tokorozawa (JPN) 24 MAR 2022'], ['5000 Metres', 'Year Performance Venue Date', '2014 13:57.81 Yokohama (JPN) 07 DEC 2014', '2015 14:00.30 Tokyo (JPN) 04 JUL 2015', '2016 13:55.69 Tokyo (JPN) 09 JUL 2016', '2017 14:13.35 Kumamoto (JPN) 01 APR 2017', '2018 14:01.30 Hiroshima (JPN) 28 APR 2018', '2019 13:55.87 Aoba Park Athletic Field, Chitose (JPN) 06 JUL 2019', '2020 13:44.66 Kamogawa (JPN) 27 SEP 2020', '2021 13:38.94 Egao Kenko Stadium, Kumamoto (JPN) 10 APR 2021', '2022 13:34.94 Aoba Park Athletic Field, Chitose (JPN) 16 JUL 2022', '2023 13:35.73 Egao Kenko Stadium, Kumamoto (JPN) 08 APR 2023', '2024 13:39.14 Egao Kenko Stadium, Kumamoto (JPN) 13 APR 2024'], ['10,000 Metres', 'Year Performance Venue Date', '2016 28:52.94 Yamaguchi (JPN) 26 NOV 2016', '2018 28:39.07 Kawasaki (JPN) 24 NOV 2018', '2021 28:24.94 Kamiyugi Park Athletic Stadium, Hachioji (JPN) 27 NOV 2021', '2022 28:02.27 Gion Stadium, Machida (JPN) 26 NOV 2022', '2023 28:03.59 Kamiyugi Park Athletic Stadium, Hachioji (JPN) 25 NOV 2023'], ['Half Marathon', 'Year Performance Venue Date', '2015 1:04:12 Setagaya (JPN) 08 NOV 2015', '2016 1:04:45 Tachikawa (JPN) 06 MAR 2016', '2017 1:06:52 Marugame (JPN) 05 FEB 2017', '2018 1:03:19 Marugame (JPN) 04 FEB 2018']]"
Patrick KIPROP,"[['1500 Metres', 'Year Performance Venue Date', '2021 4:03.64 Westmont Track/Thorrington Field, Santa Barbara, CA (USA) 27 MAR 2021'], ['Mile', 'Year Performance Venue Date', '2022 4:12.01 Randal Tyson Indoor Center, Fayetteville, AR (USA) (i) 14 JAN 2022', '2023 4:08.65 Randal Tyson Indoor Center, Fayetteville, AR (USA) (i) 13 JAN 2023', '2024 4:07.15 Randal Tyson Indoor Center, Fayetteville, AR (USA) (i) 12 JAN 2024'], ['Mile Short Track', 'Year Performance Venue Date', '2022 4:12.01 Randal Tyson Indoor Center, Fayetteville, AR (USA) (i) 14 JAN 2022', '2023 4:08.65 Randal Tyson Indoor Center, Fayetteville, AR (USA) (i) 13 JAN 2023', '2024 4:07.15 Randal Tyson Indoor Center, Fayetteville, AR (USA) (i) 12 JAN 2024'], ['3000 Metres', 'Year Performance Venue Date', '2021 8:36.44 Fresno Pacific University Track, Fresno, CA (USA) 20 MAR 2021', '2022 7:56.97 Randal Tyson Indoor Center, Fayetteville, AR (USA) (i) 29 JAN 2022', '2023 7:53.41 Randal Tyson Indoor Center, Fayetteville, AR (USA) (i) 28 JAN 2023', '2024 7:52.21 Randal Tyson Indoor Center, Fayetteville, AR (USA) (i) 27 JAN 2024'], ['3000 Metres Short Track', 'Year Performance Venue Date', '2022 7:56.97 Randal Tyson Indoor Center, Fayetteville, AR (USA) (i) 29 JAN 2022', '2023 7:53.41 Randal Tyson Indoor Center, Fayetteville, AR (USA) (i) 28 JAN 2023', '2024 7:52.21 Randal Tyson Indoor Center, Fayetteville, AR (USA) (i) 27 JAN 2024'], ['5000 Metres', 'Year Performance Venue Date', '2021 14:10.30 Cougar Athletic Stadium, Azusa, CA (USA) 16 APR 2021', '2022 13:35.84 Cougar Athletic Stadium, Azusa, CA (USA) 14 APR 2022', '2023 13:24.32 Gately Indoor TF Center, Chicago, IL (USA) (i) 10 FEB 2023', '2024 13:27.55 Boston Univ. Track & Tennis Center, Boston, MA (USA) (i) 10 FEB 2024'], ['5000 Metres Short Track', 'Year Performance Venue Date', '2022 13:49.09 Gilliam Indoor Track, College Station, TX (USA) (i) 25 FEB 2022', '2023 13:24.32 Gately Indoor TF Center, Chicago, IL (USA) (i) 10 FEB 2023', '2024 13:27.55 Boston Univ. Track & Tennis Center, Boston, MA (USA) (i) 10 FEB 2024'], ['10,000 Metres', 'Year Performance Venue Date', '2022 28:21.11 Cobb Track and Angell Field, Palo Alto, CA (USA) 01 APR 2022', '2023 28:00.58 Cobb Track and Angell Field, Palo Alto, CA (USA) 31 MAR 2023', '2024 28:14.77 Cobb Track and Angell Field, Palo Alto, CA (USA) 29 MAR 2024'], ['3000 Metres Steeplechase', 'Year Performance Venue Date', '2021 9:08.56 Fresno Pacific University Track, Fresno, CA (USA) 30 APR 2021']]"
Mario GARCÍA,"[['800 Metres', 'Year Performance Venue Date', '2015 1:56.15 Salamanca (ESP) 10 MAY 2015', '2016 1:56.83 San Sebastián (ESP) 21 MAY 2016', '2017 1:52.01 Salamanca (ESP) 18 JUN 2017', '2018 1:50.66 Salamanca (ESP) 09 JUN 2018', '2021 1:47.93 Mike Sanders Track & Field Complex, Starkville, MS (USA) 30 APR 2021', '2022 1:46.90 Ole Miss T&F Complex, Oxford, MS (USA) 09 APR 2022', '2023 1:47.10 Hilmer Lodge Stadium, Walnut, CA (USA) 06 MAY 2023', '2024 1:47.18 Franklin Field, Philadelphia, PA (USA) 27 APR 2024'], ['1000 Metres', 'Year Performance Venue Date', '2022 2:20.12 Vanderbilt Multipurpose Facility, Nashville, TN (USA) (i) 21 JAN 2022'], ['1500 Metres', 'Year Performance Venue Date', '2015 3:56.44 Los Corrales de Buelna (ESP) 16 MAY 2015', '2016 3:54.70 Palencia (ESP) 09 JUL 2016', '2017 3:42.35 Bilbao (ESP) 24 JUN 2017', '2018 3:42.78 Oordegem (BEL) 26 MAY 2018', '2019 3:44.69 Oxford, MS (USA) 12 APR 2019', '2021 3:35.79 Castellón (ESP) 29 JUN 2021', '2022 3:30.20 Hayward Field, Eugene, OR (USA) 19 JUL 2022', '2023 3:29.18 Bislett Stadion, Oslo (NOR) 15 JUN 2023', '2024 3:36.87 Armory Track&Field Center, New York, NY (USA) (i) 11 FEB 2024'], ['1500 Metres Short Track', 'Year Performance Venue Date', '2022 3:42.07 Armory Track&Field Center, New York, NY (USA) (i) 29 JAN 2022', '2023 3:35.98 Armory Track&Field Center, New York, NY (USA) (i) 11 FEB 2023', '2024 3:36.87 Armory Track&Field Center, New York, NY (USA) (i) 11 FEB 2024'], ['Mile', 'Year Performance Venue Date', '2019 4:03.30 Boston, MA (USA) (i) 09 FEB 2019', '2021 3:56.46 Vanderbilt Multipurpose Facility, Nashville, TN (USA) (i) 12 FEB 2021', '2022 3:53.36 Vanderbilt Multipurpose Facility, Nashville, TN (USA) (i) 11 FEB 2022', '2023 3:47.69 Hayward Field, Eugene, OR (USA) 16 SEP 2023', '2024 3:54.15 Armory Track&Field Center, New York, NY (USA) (i) 11 FEB 2024'], ['Mile Short Track', 'Year Performance Venue Date', '2019 4:03.30 Boston, MA (USA) (i) 09 FEB 2019', '2022 3:57.98 Armory Track&Field Center, New York, NY (USA) (i) 29 JAN 2022', '2023 3:51.79 Armory Track&Field Center, New York, NY (USA) (i) 11 FEB 2023', '2024 3:54.15 Armory Track&Field Center, New York, NY (USA) (i) 11 FEB 2024'], ['2000 Metres', 'Year Performance Venue Date', '2023 4:49.85 Boudewijnstadion, Bruxelles (BEL) 08 SEP 2023'], ['3000 Metres', 'Year Performance Venue Date', '2015 8:56.71 San Sebastián (ESP) (i) 14 MAR 2015', '2016 8:45.61 Valladolid (ESP) (i) 30 JAN 2016', '2017 8:25.85 Pontevedra (ESP) 12 APR 2017', '2018 8:12.60 Gent (BEL) (i) 10 FEB 2018', '2019 8:05.77 Fayetteville, AR (USA) (i) 23 FEB 2019', '2021 7:48.40 Randal Tyson Indoor Center, Fayetteville, AR (USA) (i) 30 JAN 2021', '2022 7:47.56 Vanderbilt Multipurpose Facility, Nashville, TN (USA) (i) 12 FEB 2022', '2023 7:34.74 Boston Univ. Track & Tennis Center, Boston, MA (USA) (i) 27 JAN 2023'], ['3000 Metres Short Track', 'Year Performance Venue Date', '2015 8:56.71 San Sebastián (ESP) (i) 14 MAR 2015', '2016 8:45.61 Valladolid (ESP) (i) 30 JAN 2016', '2017 8:29.71 Salamanca (ESP) (i) 14 JAN 2017', '2018 8:12.60 Gent (BEL) (i) 10 FEB 2018', '2019 8:05.77 Fayetteville, AR (USA) (i) 23 FEB 2019', '2021 7:48.40 Randal Tyson Indoor Center, Fayetteville, AR (USA) (i) 30 JAN 2021', '2022 7:52.26 Gilliam Indoor Track, College Station, TX (USA) (i) 26 FEB 2022', '2023 7:34.74 Boston Univ. Track & Tennis Center, Boston, MA (USA) (i) 27 JAN 2023'], ['5000 Metres', 'Year Performance Venue Date', '2019 14:28.91 Torrance, CA (USA) 19 APR 2019', '2020 13:56.69 Christian Brothers HS, Memphis, TN (USA) 14 NOV 2020', '2021 14:29.42 Cushing Stadium, College Station, TX (USA) 15 MAY 2021', '2024 13:57.24 Boston Univ. Track & Tennis Center, Boston, MA (USA) (i) 26 JAN 2024'], ['5000 Metres Short Track', 'Year Performance Venue Date', '2024 13:57.24 Boston Univ. Track & Tennis Center, Boston, MA (USA) (i) 26 JAN 2024'], ['Mile Road', 'Year Performance Venue Date', '2023 3:59.34 Kapiolani Park, Honolulu, HI (USA) 09 DEC 2023'], ['4x800 Metres Relay', 'Year Performance Venue Date', '2022 7:13.71 Franklin Field, Philadelphia, PA (USA) 30 APR 2022'], ['Distance Medley', 'Year Performance Venue Date', '2022 9:21.94 Loftus Sports Center, Notre Dame, IN (USA) (i) 19 FEB 2022'], ['Distance Medley Short Track', 'Year Performance Venue Date', '2019 9:43.91 Fayetteville, AR (USA) (i) 22 FEB 2019', '2021 9:20.75 Randal Tyson Indoor Center, Fayetteville, AR (USA) (i) 12 MAR 2021', '2022 9:30.32 Gilliam Indoor Track, College Station, TX (USA) (i) 25 FEB 2022']]"
Gebise DEBELE,"[['Marathon', 'Year Performance Venue Date', '2023 2:12:24 Suzhou (CHN) 22 OCT 2023', '2024 2:08:20 Chongqing (CHN) 24 MAR 2024']]"
Fredrick Yeko DOMONGOLE,"[['1500 Metres', 'Year Performance Venue Date', '2021 3:53.6h Nyayo National Stadium, Nairobi (KEN) 27 FEB 2021'], ['5000 Metres', 'Year Performance Venue Date', '2021 14:03.64 Moi International Sports Centre, Kasarani, Nairobi (KEN) 02 JUL 2021'], ['3000 Metres Steeplechase', 'Year Performance Venue Date', '2021 8:40.24 Moi International Sports Centre, Kasarani, Nairobi (KEN) 03 JUL 2021'], ['10 Kilometres Road', 'Year Performance Venue Date', '2022 28:07 Brasov (ROU) 25 SEP 2022', '2023 28:30 Adi-Dassler-Straße 1, Herzogenaurach (GER) 29 APR 2023'], ['15 Kilometres Road', 'Year Performance Venue Date', '2022 43:30 Le Puy-en-Velay (FRA) 01 MAY 2022'], ['Half Marathon', 'Year Performance Venue Date', '2021 1:05:11 Al Khobar (KSA) 27 NOV 2021', '2023 1:02:32 Napoli (ITA) 26 FEB 2023', '2024 1:03:24 Praha (CZE) 06 APR 2024']]"
Joseph KOECH,"[['10 Kilometres Road', 'Year Performance Venue Date', '2019 29:56 Cannes (FRA) 03 MAR 2019', '2021 29:10 Avignon (FRA) 26 SEP 2021', '2022 28:51 Cannes (FRA) 06 MAR 2022', '2023 28:48 Nancy (FRA) 26 NOV 2023'], ['20 Kilometres Road', 'Year Performance Venue Date', '2018 1:03:25 Cassis (FRA) 28 OCT 2018', '2019 1:03:20 Cassis (FRA) 27 OCT 2019', '2022 1:01:49 Marseille (FRA) 30 OCT 2022', '2023 1:02:46 Cassis (FRA) 29 OCT 2023'], ['Half Marathon', 'Year Performance Venue Date', '2018 1:04:52 Remich (LUX) 30 SEP 2018', '2021 1:02:06 Deauville (FRA) 14 NOV 2021', '2022 1:05:01 Annecy (FRA) 17 APR 2022', '2023 1:05:42 Nancy (FRA) 19 MAR 2023', '2024 1:02:32 Madrid (ESP) 28 APR 2024']]"
Afewerk MESFIN,"[['3000 Metres Steeplechase', 'Year Performance Venue Date', '2010 8:54.84 Croix-Bleue Medavie Stadium, Moncton (CAN) 25 JUL 2010', '2011 8:47.9h Addis Abeba (ETH) 08 MAY 2011', '2012 8:42.97 Hérouville (FRA) 31 MAY 2012'], ['Half Marathon', 'Year Performance Venue Date', '2012 1:01:50 Boulogne-Billancourt (FRA) 18 NOV 2012', '2017 1:02:01 Ústí nad Labem (CZE) 16 SEP 2017'], ['Marathon', 'Year Performance Venue Date', '2013 2:09:49 Dubai (UAE) 25 JAN 2013', '2014 2:11:39 Košice (SVK) 05 OCT 2014', '2015 2:18:48 Valencia (ESP) 15 NOV 2015', '2016 2:10:05 Dubai (UAE) 22 JAN 2016', '2017 2:09:49 Chongqing (CHN) 19 MAR 2017', '2018 2:13:28 Košice (SVK) 07 OCT 2018', '2019 2:09:28 Xiamen (CHN) 06 JAN 2019', '2023 2:10:31 Lanzhou (CHN) 11 JUN 2023']]"
Kenya SONOTA,"[['5000 Metres', 'Year Performance Venue Date', '2011 13:55.91 Yokohama (JPN) 04 DEC 2011', '2012 14:05.76 Abashiri (JPN) 07 JUL 2012', '2014 13:50.14 Abashiri (JPN) 06 JUL 2014', '2015 13:57.69 Hiroshima (JPN) 18 APR 2015', '2016 14:03.22 Abashiri (JPN) 11 JUL 2016', '2017 14:06.88 Kumamoto (JPN) 01 APR 2017', '2019 14:06.95 Kumagaya (JPN) 19 MAY 2019', '2020 13:48.12 Prefectural Stadium, Kumagaya (JPN) 20 SEP 2020', '2021 13:46.35 Athletics Stadium, Fukagawa (JPN) 07 JUL 2021'], ['10,000 Metres', 'Year Performance Venue Date', '2014 29:04.79 Fukagawa (JPN) 25 JUN 2014', '2015 29:10.63 Yokohama (JPN) 25 APR 2015', '2016 28:47.50 Yokohama (JPN) 03 DEC 2016', '2017 30:10.77 Kobe (JPN) 22 APR 2017', '2018 29:52.03 Kumagaya (JPN) 19 MAY 2018', '2019 29:03.60 Hosei University Stadium, Machida (JPN) 23 NOV 2019', '2021 29:24.38 NITTAIDAI Athletic Stadium, Yokohama (JPN) 05 JUN 2021'], ['20 Kilometres Road', 'Year Performance Venue Date', '2012 1:02:02 Tokyo (JPN) 21 OCT 2012'], ['Half Marathon', 'Year Performance Venue Date', '2013 1:03:19 Sendai (JPN) 12 MAY 2013', '2014 1:03:44 Inuyama (JPN) 23 FEB 2014', '2015 1:02:20 Tachikawa (JPN) 01 MAR 2015', '2017 1:02:32 Marugame (JPN) 05 FEB 2017', '2018 1:03:14 Yamaguchi (JPN) 11 FEB 2018'], ['30 Kilometres Road', 'Year Performance Venue Date', '2019 1:36:07 Tokyo (JPN) 17 FEB 2019'], ['Marathon', 'Year Performance Venue Date', '2018 2:14:53 Otsu (JPN) 04 MAR 2018', '2020 2:09:50 Otsu (JPN) 08 MAR 2020', '2021 2:08:11 Otsu (JPN) 28 FEB 2021', '2022 2:07:14 Berlin (GER) 25 SEP 2022', '2023 2:05:59 Tokyo (JPN) 05 MAR 2023', '2024 2:06:54 Tokyo (JPN) 03 MAR 2024']]"
Charles HICKS,"[['1500 Metres', 'Year Performance Venue Date', '2021 3:43.59 Edwards Stadium, Berkeley, CA (USA) 01 MAY 2021', '2022 3:52.88 Cobb Track and Angell Field, Palo Alto, CA (USA) 30 APR 2022', '2023 3:47.75 Edwards Stadium, Berkeley, CA (USA) 29 APR 2023'], ['Mile', 'Year Performance Venue Date', '2019 4:07.74 Nashville, TN (USA) 01 JUN 2019', '2020 4:10.53 Randal Tyson Indoor Center, Fayetteville, AR (USA) (i) 01 FEB 2020'], ['Mile Short Track', 'Year Performance Venue Date', '2020 4:10.53 Randal Tyson Indoor Center, Fayetteville, AR (USA) (i) 01 FEB 2020'], ['3000 Metres', 'Year Performance Venue Date', '2020 8:08.81 Dempsey Indoor, Seattle, WA (USA) (i) 14 FEB 2020', '2021 8:02.41 Edwards Stadium, Berkeley, CA (USA) 01 MAY 2021', '2022 7:43.84 Dempsey Indoor, Seattle, WA (USA) (i) 26 FEB 2022', '2023 7:47.45 Dempsey Indoor, Seattle, WA (USA) (i) 25 FEB 2023'], ['3000 Metres Short Track', 'Year Performance Venue Date', '2022 7:59.02 Armory Track&Field Center, New York, NY (USA) (i) 29 JAN 2022', '2023 7:53.90 Randal Tyson Indoor Center, Fayetteville, AR (USA) (i) 28 JAN 2023'], ['2 Miles', 'Year Performance Venue Date', '2018 9:09.27 New York, NY (USA) (i) 11 MAR 2018', '2019 8:55.53 Seattle, WA (USA) 15 JUN 2019'], ['2 Miles Short Track', 'Year Performance Venue Date', '2018 9:09.27 New York, NY (USA) (i) 11 MAR 2018', '2019 8:59.81 New York, NY (USA) (i) 10 MAR 2019'], ['5000 Metres', 'Year Performance Venue Date', '2021 13:33.89 Hayward Field, Eugene, OR (USA) 11 JUN 2021', '2022 13:24.58 Cobb Track and Angell Field, Palo Alto, CA (USA) 01 APR 2022', '2023 13:22.05 Gately Indoor TF Center, Chicago, IL (USA) (i) 10 FEB 2023', '2024 13:09.38 Boston Univ. Track & Tennis Center, Boston, MA (USA) (i) 16 FEB 2024'], ['5000 Metres Short Track', 'Year Performance Venue Date', '2023 13:22.05 Gately Indoor TF Center, Chicago, IL (USA) (i) 10 FEB 2023', '2024 13:09.38 Boston Univ. Track & Tennis Center, Boston, MA (USA) (i) 16 FEB 2024'], ['10,000 Metres', 'Year Performance Venue Date', '2021 27:47.63 Hayward Field, Eugene, OR (USA) 09 JUN 2021', '2022 27:40.16 Cobb Track and Angell Field, Palo Alto, CA (USA) 29 APR 2022', '2023 27:57.47 Cobb Track and Angell Field, Palo Alto, CA (USA) 31 MAR 2023', '2024 27:33.58 JSerra Catholic HS, San Juan Capistrano, CA (USA) 16 MAR 2024'], ['4x800 Metres Relay', 'Year Performance Venue Date', '2019 7:52.50 Jacksonville, FL (USA) 03 MAY 2019'], ['Distance Medley', 'Year Performance Venue Date', '2022 9:29.57 Loftus Sports Center, Notre Dame, IN (USA) (i) 19 FEB 2022']]"
Valentin SOCA,"[['1500 Metres', 'Year Performance Venue Date', '2022 3:54.5h Santiago del Estero (ARG) 26 MAR 2022', '2023 3:42.09 Homer Bryce Stadium, Nacogdoches, TX (USA) 13 MAY 2023'], ['Mile', 'Year Performance Venue Date', '2023 4:01.98 Anteater Stadium, Irvine, CA (USA) 28 APR 2023'], ['3000 Metres', 'Year Performance Venue Date', '2019 8:36.6h Porto Alegre (BRA) 10 DEC 2019', '2021 8:50.33 Lima (PER) 10 JUL 2021'], ['5000 Metres', 'Year Performance Venue Date', '2019 15:13.36 Montevideo (URU) 23 MAR 2019', '2021 14:55.27 Montevideo (URU) 20 MAR 2021', '2022 14:29.72 Concepción del Uruguay (ARG) 09 APR 2022', '2023 13:30.68 Cougar Athletic Stadium, Azusa, CA (USA) 14 APR 2023', '2024 13:50.93 Anteater Stadium, Irvine, CA (USA) 26 APR 2024'], ['10,000 Metres', 'Year Performance Venue Date', '2022 30:44.32 Cascavel (BRA) 01 OCT 2022', '2023 28:34.34 Cobb Track and Angell Field, Palo Alto, CA (USA) 31 MAR 2023', '2024 28:14.96 Cobb Track and Angell Field, Palo Alto, CA (USA) 29 MAR 2024'], ['10 Kilometres Road', 'Year Performance Venue Date', '2022 29:59 Santiago del Estero (ARG) 03 JUL 2022', '2024 29:59 Maldonado (URU) 06 JAN 2024'], ['4x400 Metres Relay Mixed', 'Year Performance Venue Date', '2021 3:51.13 Lima (PER) 10 JUL 2021']]"
