Name,Year,10 Kilometres Road,"10,000 Metres",1500 Metres,5000 Metres,Half Marathon,Marathon
Addisu YIHUNE,2023,0 days 00:27:56,,,0 days 00:13:17.090000,0 days 01:02:02,
Addisu YIHUNE,2024,0 days 00:27:28,,,0 days 00:13:01.440000,,
Adel MECHAAL,2009,,,0 days 00:03:53.880000,,,
Adel MECHAAL,2010,,,0 days 00:03:50.160000,,,
Adel MECHAAL,2011,,,0 days 00:03:42.770000,,,
Adel MECHAAL,2012,0 days 00:30:00,,0 days 00:03:48.760000,0 days 00:14:21.960000,,
Adel MECHAAL,2013,,,0 days 00:03:36.780000,,,
Adel MECHAAL,2014,,,0 days 00:03:39.360000,,,
Adel MECHAAL,2015,,,0 days 00:03:36.550000,0 days 00:14:10.590000,,
Adel MECHAAL,2016,,,0 days 00:03:35.240000,0 days 00:13:15.400000,,
Adel MECHAAL,2017,,,0 days 00:03:34.700000,0 days 00:13:27.370000,,
Adel MECHAAL,2018,,0 days 00:27:50.560000,0 days 00:03:38.240000,0 days 00:13:29.940000,,
Adel MECHAAL,2019,0 days 00:29:09,,0 days 00:03:33.910000,0 days 00:13:35.090000,,
Adel MECHAAL,2020,,,,,0 days 01:02:30,
Adel MECHAAL,2021,,,0 days 00:03:30.770000,,,
Adel MECHAAL,2022,,,0 days 00:03:35.300000,0 days 00:13:06.020000,,
Adel MECHAAL,2023,,,0 days 00:03:31.430000,0 days 00:13:22.310000,,
Adel MECHAAL,2024,0 days 00:28:31,,0 days 00:03:35.120000,0 days 00:13:14.260000,,
Aden Moussa ABSIEH,2019,,,0 days 00:03:48.260000,,,
Aden Moussa ABSIEH,2020,,,0 days 00:03:50.070000,,,
Aden Moussa ABSIEH,2022,0 days 00:29:33,,0 days 00:03:44.580000,,,
Aden Moussa ABSIEH,2023,0 days 00:29:07,,0 days 00:03:40.730000,,,
Adisu GIRMA,2018,,,0 days 00:03:43.280000,,,
Adisu GIRMA,2021,,,0 days 00:03:45.040000,,,
Adisu GIRMA,2022,,,0 days 00:03:35.810000,,,
Adisu GIRMA,2023,,,0 days 00:03:34.710000,,,
Adisu GUADIA,2017,,,0 days 00:03:57.370000,,,
Adisu GUADIA,2018,,0 days 00:31:07.100000,0 days 00:03:58.440000,,,
Adisu GUADIA,2019,,,0 days 00:04:02.380000,0 days 00:14:45.420000,,
Adisu GUADIA,2020,,,,0 days 00:14:14.710000,,
Adisu GUADIA,2021,,0 days 00:29:21.800000,0 days 00:03:55.280000,0 days 00:14:04.340000,,
Adisu GUADIA,2022,0 days 00:30:18,0 days 00:29:47.330000,0 days 00:03:48.250000,0 days 00:13:51.110000,,
Adisu GUADIA,2023,0 days 00:29:23,0 days 00:28:17.120000,,0 days 00:13:49.590000,,
Adisu GUADIA,2024,,0 days 00:28:10.060000,,,,
Adriaan WILDSCHUTT,2016,0 days 00:29:46,,,,,
Adriaan WILDSCHUTT,2017,0 days 00:29:09,,,0 days 00:14:34.840000,,
Adriaan WILDSCHUTT,2018,,,0 days 00:03:54.380000,0 days 00:14:34.520000,,
Adriaan WILDSCHUTT,2019,,0 days 00:28:53.690000,,0 days 00:14:06.360000,,
Adriaan WILDSCHUTT,2021,,0 days 00:27:48.890000,0 days 00:03:51.950000,0 days 00:13:28.970000,,
Adriaan WILDSCHUTT,2022,,0 days 00:27:38.540000,,0 days 00:13:09.300000,,
Adriaan WILDSCHUTT,2023,,0 days 00:27:23.100000,,0 days 00:13:02.460000,,
Adriaan WILDSCHUTT,2024,,0 days 00:26:55.540000,,0 days 00:12:56.760000,,
Afewerk MESFIN,2012,,,,,0 days 01:01:50,
Afewerk MESFIN,2013,,,,,,0 days 02:09:49
Afewerk MESFIN,2014,,,,,,0 days 02:11:39
Afewerk MESFIN,2015,,,,,,0 days 02:18:48
Afewerk MESFIN,2016,,,,,,0 days 02:10:05
Afewerk MESFIN,2017,,,,,0 days 01:02:01,0 days 02:09:49
Afewerk MESFIN,2018,,,,,,0 days 02:13:28
Afewerk MESFIN,2019,,,,,,0 days 02:09:28
Afewerk MESFIN,2023,,,,,,0 days 02:10:31
Afewerki BERHANE,2013,,,,,0 days 01:03:34,
Afewerki BERHANE,2014,0 days 00:29:12,0 days 00:28:45.830000,,,,
Afewerki BERHANE,2015,0 days 00:28:32,0 days 00:28:04.070000,,0 days 00:13:28.390000,,
Afewerki BERHANE,2016,,,,0 days 00:13:49.330000,,
Afewerki BERHANE,2017,0 days 00:30:06,,,,0 days 01:01:17,
Afewerki BERHANE,2018,0 days 00:29:04,,,,0 days 01:01:37,
Afewerki BERHANE,2019,0 days 00:29:07,,,,0 days 01:04:09,
Afewerki BERHANE,2021,,,,,,0 days 02:05:22
Afewerki BERHANE,2022,,,,,0 days 01:01:46,
Afewerki BERHANE,2023,,,,,,0 days 02:11:08
Afewerki BERHANE,2024,,,,,,0 days 02:09:32
Ahmed EL JADDAR,2016,0 days 00:29:42,,,,0 days 01:07:33,
Ahmed EL JADDAR,2017,0 days 00:29:20,,,,0 days 01:04:18,0 days 02:21:31
Ahmed EL JADDAR,2018,0 days 00:29:48,,,,0 days 01:06:10,0 days 02:27:35
Ahmed EL JADDAR,2019,0 days 00:29:57,,,,0 days 01:03:28,
Ahmed EL JADDAR,2020,0 days 00:29:17,,,0 days 00:14:25.560000,0 days 01:03:55,
Ahmed EL JADDAR,2022,0 days 00:28:59,0 days 00:29:50.500000,0 days 00:04:02.540000,0 days 00:14:32.770000,0 days 01:02:25,
Ahmed EL JADDAR,2023,0 days 00:28:59,,,,0 days 01:01:59,
Ahmed EL JADDAR,2024,0 days 00:28:36,,,,0 days 01:00:40,
Ahmed MUHUMED,2015,,,0 days 00:03:53.320000,,,
Ahmed MUHUMED,2018,,,0 days 00:03:49.320000,0 days 00:14:06.490000,,
Ahmed MUHUMED,2019,,,0 days 00:03:48.710000,0 days 00:13:57.260000,,
Ahmed MUHUMED,2021,,,0 days 00:03:42.460000,0 days 00:13:42.980000,,
Ahmed MUHUMED,2022,,0 days 00:28:48.690000,0 days 00:03:42.590000,0 days 00:13:26.110000,,
Ahmed MUHUMED,2023,,0 days 00:27:56.990000,,0 days 00:13:16.090000,,
Ahmed MUHUMED,2024,,,,0 days 00:13:16.990000,,
Ahmed OUHDA,2014,,,0 days 00:03:58.400000,,,
Ahmed OUHDA,2015,,,0 days 00:03:55.920000,0 days 00:14:48.310000,,
Ahmed OUHDA,2016,,,0 days 00:03:57.240000,0 days 00:14:41.300000,0 days 01:08:16,
Ahmed OUHDA,2017,,0 days 00:30:35.030000,,,0 days 01:10:42,
Ahmed OUHDA,2018,,0 days 00:30:30.840000,,0 days 00:14:17.740000,,
Ahmed OUHDA,2019,0 days 00:29:43,0 days 00:29:09.400000,,0 days 00:14:40.110000,,
Ahmed OUHDA,2020,,,,0 days 00:14:14.880000,0 days 01:04:18,
Ahmed OUHDA,2021,0 days 00:28:48,,,0 days 00:13:54.750000,,
Ahmed OUHDA,2022,0 days 00:28:41,,,,0 days 01:05:58,
Ahmed OUHDA,2023,,0 days 00:29:51.260000,,0 days 00:13:41.730000,0 days 01:04:41,
Ahmed OUHDA,2024,0 days 00:29:19,,,0 days 00:13:52.380000,,
Aidan REED,2017,,0 days 00:31:22.540000,,0 days 00:15:09.570000,,
Aidan REED,2018,,0 days 00:29:31.010000,0 days 00:04:07.660000,0 days 00:14:26.490000,,
Aidan REED,2019,,0 days 00:29:13.630000,0 days 00:04:01.550000,0 days 00:14:16.610000,,
Aidan REED,2020,,,,0 days 00:15:30.520000,,
Aidan REED,2021,,0 days 00:28:44.680000,,0 days 00:13:53.520000,,
Aidan REED,2022,,0 days 00:28:48.110000,,0 days 00:13:57.340000,0 days 01:03:27,
Aidan REED,2023,,0 days 00:28:27.400000,,,0 days 01:02:50,0 days 02:20:23
Aidan REED,2024,,0 days 00:28:42.660000,,0 days 00:13:58.960000,0 days 01:04:07,0 days 02:20:29
Aidan RYAN,2022,,,0 days 00:03:45.180000,0 days 00:13:49.070000,,
Aidan RYAN,2023,,,0 days 00:03:37.750000,0 days 00:14:10.830000,,
Aidan RYAN,2024,,,0 days 00:03:40.170000,0 days 00:13:56.440000,,
Aidan TROUTNER,2021,,,0 days 00:03:44.950000,0 days 00:13:55.360000,,
Aidan TROUTNER,2022,,0 days 00:30:04.490000,0 days 00:03:46.410000,0 days 00:13:45.090000,,
Aidan TROUTNER,2023,,,,0 days 00:13:48.760000,,
Aidan TROUTNER,2024,,,,0 days 00:13:47.980000,,
Ajay Kumar SAROJ,2013,,,0 days 00:04:05.760000,,,
Ajay Kumar SAROJ,2014,,,0 days 00:03:46.920000,,,
Ajay Kumar SAROJ,2015,,,0 days 00:03:47.330000,,,
Ajay Kumar SAROJ,2016,,,0 days 00:03:44.040000,,,
Ajay Kumar SAROJ,2017,,,0 days 00:03:41.930000,,,
Ajay Kumar SAROJ,2018,,,0 days 00:03:43.850000,,,
Ajay Kumar SAROJ,2019,,,0 days 00:03:40.390000,,,
Ajay Kumar SAROJ,2021,,,0 days 00:03:42.550000,,,
Ajay Kumar SAROJ,2022,,,0 days 00:03:41.580000,,,
Ajay Kumar SAROJ,2023,,,0 days 00:03:38.240000,,,
Ajay Kumar SAROJ,2024,,,0 days 00:03:38.320000,,,
Akihiro KANEKO,2015,,,,,0 days 01:04:09,
Akihiro KANEKO,2017,0 days 00:29:34,,,,,0 days 02:22:49
Akihiro KANEKO,2018,,,,,,0 days 02:17:57
Akihiro KANEKO,2019,,0 days 00:29:53.910000,,,,0 days 02:17:06
Akihiro KANEKO,2020,,0 days 00:29:03.170000,,0 days 00:13:57.610000,,0 days 02:15:54
Akihiro KANEKO,2021,,0 days 00:28:32.680000,0 days 00:03:52.440000,0 days 00:13:54.810000,,0 days 02:13:14
Akihiro KANEKO,2022,,0 days 00:28:53.580000,,0 days 00:13:57.940000,,0 days 02:11:39
Akihiro KANEKO,2023,,,,,0 days 01:02:07,0 days 02:15:04
Akihiro KANEKO,2024,,,,0 days 00:14:00.580000,0 days 01:01:54,
Akihito KAWATA,2019,,,,0 days 00:14:38.300000,,
Akihito KAWATA,2020,,,,0 days 00:14:00.510000,0 days 01:04:07,
Akihito KAWATA,2021,,0 days 00:30:08.180000,,0 days 00:13:51.870000,0 days 01:03:53,
Akihito KAWATA,2022,,,,,0 days 01:04:26,
Akihito KAWATA,2023,,,,0 days 00:13:36.440000,,
Akihito KAWATA,2024,,,,0 days 00:13:46.140000,,
Akira AIZAWA,2014,,,,0 days 00:14:10.630000,,
Akira AIZAWA,2015,,,,0 days 00:13:54.750000,,
Akira AIZAWA,2016,,,,0 days 00:14:10.170000,,
Akira AIZAWA,2017,,,,0 days 00:13:48.730000,0 days 01:02:59,
Akira AIZAWA,2018,,0 days 00:28:17.810000,,0 days 00:13:40.980000,,
Akira AIZAWA,2019,,0 days 00:28:32.420000,,0 days 00:13:34.940000,0 days 01:01:45,
Akira AIZAWA,2020,,0 days 00:27:18.750000,,,,
Akira AIZAWA,2021,,0 days 00:27:58.350000,,0 days 00:13:29.470000,,
Akira AIZAWA,2022,,0 days 00:27:42.850000,,,,
Akira AIZAWA,2023,,0 days 00:27:13.040000,,,,
Akira AIZAWA,2024,,0 days 00:27:34.530000,,,,
Akira AKASAKI,2018,,0 days 00:28:53.890000,,,,
Akira AKASAKI,2019,,0 days 00:28:27.900000,,0 days 00:14:11.620000,0 days 01:04:19,
Akira AKASAKI,2020,,0 days 00:28:33.160000,,0 days 00:13:53.490000,,
Akira AKASAKI,2021,,0 days 00:28:52.710000,,0 days 00:13:51.920000,,
Akira AKASAKI,2022,,0 days 00:29:18.300000,,0 days 00:13:46.990000,0 days 01:03:31,0 days 02:09:01
Akira AKASAKI,2023,,0 days 00:27:48.090000,,0 days 00:13:27.790000,0 days 01:01:56,0 days 02:09:06
Akira AKASAKI,2024,,0 days 00:27:43.840000,,0 days 00:13:30.620000,,
Akira TOMIYASU,2013,,0 days 00:29:24.160000,,,,
Akira TOMIYASU,2014,,,,,0 days 01:04:05,
Akira TOMIYASU,2015,,0 days 00:28:49.530000,,,0 days 01:03:33,
Akira TOMIYASU,2016,,0 days 00:29:00.370000,,0 days 00:14:09.940000,0 days 01:04:50,
Akira TOMIYASU,2017,,0 days 00:29:06.160000,,0 days 00:14:04.820000,,
Akira TOMIYASU,2018,,0 days 00:29:28.520000,,0 days 00:14:25.840000,,
Akira TOMIYASU,2019,,0 days 00:29:45.690000,0 days 00:03:51.940000,0 days 00:14:15.180000,0 days 01:05:07,
Akira TOMIYASU,2021,,0 days 00:28:53.300000,0 days 00:03:49.980000,0 days 00:13:58.610000,0 days 01:02:18,0 days 02:10:29
Akira TOMIYASU,2022,,0 days 00:28:57.510000,,,0 days 01:01:23,0 days 02:08:55
Akira TOMIYASU,2023,,0 days 00:28:51.960000,0 days 00:03:52.670000,,0 days 01:02:30,0 days 02:11:01
Akira TOMIYASU,2024,,,,0 days 00:13:56.860000,0 days 01:02:03,
Akito TERUI,2015,,,,,0 days 01:04:27,
Akito TERUI,2016,,0 days 00:29:06.850000,,0 days 00:14:34.910000,0 days 01:04:55,
Akito TERUI,2017,,0 days 00:28:53.530000,,0 days 00:14:06.800000,0 days 01:04:13,
Akito TERUI,2018,,0 days 00:28:44.680000,,0 days 00:14:01.590000,0 days 01:02:47,
Akito TERUI,2019,,0 days 00:28:31.130000,,0 days 00:13:48.910000,0 days 01:01:45,
Akito TERUI,2020,,0 days 00:28:08.290000,,0 days 00:13:42.140000,,
Akito TERUI,2021,,0 days 00:28:17.890000,,0 days 00:13:56.240000,,
Akito TERUI,2022,,0 days 00:28:15.370000,,0 days 00:13:44.040000,,
Akito TERUI,2023,,0 days 00:28:21.010000,,,,0 days 02:13:09
Akito TERUI,2024,,,,,,0 days 02:13:57
Albert KANGOGO,2015,,,,,0 days 01:02:44,
Albert KANGOGO,2016,0 days 00:28:35,,,,0 days 00:59:29,
Albert KANGOGO,2017,,,,,0 days 00:59:25,
Albert KANGOGO,2018,,,,,0 days 01:02:09,
Albert KANGOGO,2019,0 days 00:29:33,,,,0 days 01:00:18,0 days 02:07:48
Albert KANGOGO,2021,,,,,,0 days 02:07:52
Albert KANGOGO,2022,,,,,0 days 01:03:28,0 days 02:11:24
Albert KANGOGO,2023,,,,,,0 days 02:08:10
Albert KANGOGO,2024,,,,,,0 days 02:10:44
Albert KORIR,2014,,,,,0 days 01:09:13,
Albert KORIR,2015,,,,,,0 days 02:21:14
Albert KORIR,2016,,,,,,0 days 02:10:08
Albert KORIR,2017,,,,,,0 days 02:08:40
Albert KORIR,2018,,,,,,0 days 02:08:17
Albert KORIR,2019,,,,,,0 days 02:08:03
Albert KORIR,2021,,,,,,0 days 02:08:22
Albert KORIR,2022,,,,,,0 days 02:13:27
Albert KORIR,2023,,,,,,0 days 02:06:57
Alberto GONZALEZ MINDEZ,2015,,,,0 days 00:14:42.380000,,
Alberto GONZALEZ MINDEZ,2016,,0 days 00:31:36.240000,,0 days 00:14:37.020000,,
Alberto GONZALEZ MINDEZ,2018,,0 days 00:29:56.590000,,0 days 00:14:24.440000,,
Alberto GONZALEZ MINDEZ,2019,,0 days 00:29:26.450000,,0 days 00:14:07.620000,,
Alberto GONZALEZ MINDEZ,2021,0 days 00:28:58,0 days 00:29:48.850000,,0 days 00:13:45.260000,,
Alberto GONZALEZ MINDEZ,2022,,0 days 00:28:24.550000,,0 days 00:13:48.540000,0 days 01:01:20,
Alberto GONZALEZ MINDEZ,2023,,0 days 00:28:30.630000,,,0 days 01:01:03,0 days 02:07:40
Alberto MONDAZZI,2016,,,0 days 00:03:59.420000,0 days 00:14:47.410000,,
Alberto MONDAZZI,2017,0 days 00:30:29,0 days 00:31:47.090000,,0 days 00:14:36.940000,,
Alberto MONDAZZI,2018,0 days 00:30:17,0 days 00:30:09.700000,,0 days 00:14:30.250000,,
Alberto MONDAZZI,2019,,0 days 00:29:42.230000,0 days 00:03:59.370000,0 days 00:14:30.920000,,
Alberto MONDAZZI,2020,,,,,0 days 01:03:46,
Alberto MONDAZZI,2021,0 days 00:28:44,0 days 00:28:38.970000,,0 days 00:13:48.860000,0 days 01:03:23,
Alberto MONDAZZI,2022,,0 days 00:29:21.230000,,,,
Alberto MONDAZZI,2023,0 days 00:29:00,0 days 00:28:37.410000,,0 days 00:13:37.040000,,
Alec ESPOSITO,2021,,,0 days 00:03:50.760000,,,
Alec ESPOSITO,2022,,,0 days 00:03:46.770000,0 days 00:15:21.640000,,
Alec ESPOSITO,2023,,,0 days 00:03:41.940000,0 days 00:13:52.740000,,
Alec ESPOSITO,2024,,,0 days 00:03:43.170000,0 days 00:13:50.230000,,
Alec PURNELL,2018,,,0 days 00:03:54.450000,,,
Alec PURNELL,2019,,,0 days 00:03:52.290000,,,
Alec PURNELL,2020,,,0 days 00:03:56.430000,,,
Alec PURNELL,2021,,,0 days 00:03:47.500000,,,
Alec PURNELL,2022,,,0 days 00:03:42.320000,,,
Alec PURNELL,2023,,,0 days 00:03:42.740000,,,
Alec PURNELL,2024,,,0 days 00:03:46.270000,,,
Aleksander WIĄCEK,2017,,,0 days 00:03:52.940000,,,
Aleksander WIĄCEK,2018,,,0 days 00:03:56.550000,0 days 00:15:11.290000,,
Aleksander WIĄCEK,2019,,,,0 days 00:15:00.230000,,
Aleksander WIĄCEK,2020,,0 days 00:31:34.600000,0 days 00:03:49.920000,0 days 00:14:19.020000,,
Aleksander WIĄCEK,2021,0 days 00:30:31,0 days 00:29:45.820000,0 days 00:03:45.790000,0 days 00:14:05.200000,,
Aleksander WIĄCEK,2022,,0 days 00:29:41.290000,0 days 00:03:48.540000,0 days 00:14:12.530000,,
Aleksander WIĄCEK,2023,,,0 days 00:03:46.940000,0 days 00:13:59.690000,,
Aleksander WIĄCEK,2024,,,,,0 days 01:05:34,
Aleksi KIVELÄ,2017,,,0 days 00:04:08.510000,,,
Aleksi KIVELÄ,2018,,,0 days 00:04:04.580000,,,
Aleksi KIVELÄ,2019,,,0 days 00:03:55.830000,,,
Aleksi KIVELÄ,2020,,,0 days 00:04:01.050000,,,
Aleksi KIVELÄ,2021,,,0 days 00:03:51.710000,0 days 00:15:00.330000,,
Aleksi KIVELÄ,2022,,,0 days 00:03:47.920000,0 days 00:14:59.730000,,
Aleksi KIVELÄ,2023,,,0 days 00:03:44.100000,0 days 00:15:17.790000,,
Aleksi KIVELÄ,2024,,,0 days 00:03:46.420000,,,
Alemayehu MEKONEN,2017,,,,,,0 days 02:15:21
Alemayehu MEKONEN,2018,,,,,,0 days 02:14:54
Alemayehu MEKONEN,2019,,,,,,0 days 02:16:08
Alemayehu MEKONEN,2020,,,,,,0 days 02:07:23
Alemayehu MEKONEN,2021,,,,,,0 days 02:14:18
Alemayehu MEKONEN,2022,,,,,,0 days 02:09:42
Alemayehu MEKONEN,2023,,,,,,0 days 02:11:38
Alemayehu MEKONEN,2024,,,,,,0 days 02:08:33
Alene BELAY,2023,,,,,0 days 01:02:32,0 days 02:09:19
Alene BELAY,2024,,,,,,0 days 02:10:33
Alessandro PASQUINUCCI,2019,,,0 days 00:04:07.120000,,,
Alessandro PASQUINUCCI,2020,,,0 days 00:03:59.750000,,,
Alessandro PASQUINUCCI,2021,,,0 days 00:03:53.360000,0 days 00:14:55.480000,,
Alessandro PASQUINUCCI,2022,,0 days 00:31:36.700000,0 days 00:03:49.180000,0 days 00:14:33.640000,,
Alessandro PASQUINUCCI,2023,,,0 days 00:03:45.640000,0 days 00:14:38.710000,,
Alessandro PASQUINUCCI,2024,0 days 00:30:21,0 days 00:30:31.180000,0 days 00:03:41.020000,,,
Alex Chesiro MASAI,2018,,,,0 days 00:14:00.070000,,
Alex Chesiro MASAI,2019,0 days 00:28:43,0 days 00:29:39.360000,,0 days 00:13:53.650000,,
Alex Chesiro MASAI,2020,,0 days 00:28:11.050000,,0 days 00:13:28.550000,,
Alex Chesiro MASAI,2021,,0 days 00:27:45.190000,,0 days 00:13:24.680000,,
Alex Chesiro MASAI,2022,0 days 00:28:29,0 days 00:28:38.530000,,0 days 00:13:22.530000,,
Alex Chesiro MASAI,2023,0 days 00:28:09,0 days 00:27:42.800000,,,,
Alex Chesiro MASAI,2024,,0 days 00:27:47.860000,,0 days 00:13:18.960000,0 days 01:01:46,
Alex Kipirech KIPCHIRCHIR,2021,,,,0 days 00:13:51.080000,,
Alex Kipirech KIPCHIRCHIR,2022,,0 days 00:28:02.530000,,0 days 00:13:25.240000,,
Alex Kipirech KIPCHIRCHIR,2023,,0 days 00:28:37.630000,0 days 00:03:45.650000,0 days 00:13:28.140000,,
Alex Kipirech KIPCHIRCHIR,2024,,,0 days 00:03:44.290000,0 days 00:13:31.550000,,
Alex MAIER,2019,,,,0 days 00:14:26.950000,,
Alex MAIER,2021,,0 days 00:28:48.880000,,0 days 00:13:48.340000,,
Alex MAIER,2022,,0 days 00:28:12.680000,,0 days 00:13:11.800000,,
Alex MAIER,2023,,0 days 00:28:30.260000,,0 days 00:13:21.280000,,
Alex MAIER,2024,,0 days 00:28:17.150000,,0 days 00:13:31.170000,,
Alex MELLOY,2020,,,0 days 00:03:54.400000,,,
Alex MELLOY,2021,,,0 days 00:03:45.900000,,,
Alex MELLOY,2022,,,0 days 00:03:45.990000,,,
Alex MELLOY,2023,,,0 days 00:03:43.290000,,,
Alex MELLOY,2024,,,0 days 00:03:44.060000,0 days 00:14:21.950000,,
Alex PHILLIP,2020,,,,0 days 00:15:08.590000,,
Alex PHILLIP,2021,,0 days 00:29:30.120000,0 days 00:03:53.150000,0 days 00:13:58.420000,,
Alex PHILLIP,2022,,0 days 00:28:48.880000,0 days 00:03:51.890000,0 days 00:13:58.780000,,
Alex PHILLIP,2023,,0 days 00:28:31.600000,,0 days 00:13:35.870000,,
Alex PHILLIP,2024,,0 days 00:27:51.260000,,0 days 00:13:27.830000,,
Alex SAEKWO,2012,,,,,,0 days 02:14:15
Alex SAEKWO,2014,,,,,,0 days 02:14:12
Alex SAEKWO,2015,,,,,,0 days 02:15:29
Alex SAEKWO,2016,,,,,,0 days 02:10:49
Alex SAEKWO,2017,,,,,,0 days 02:12:01
Alex SAEKWO,2018,,,,,,0 days 02:12:30
Alex SAEKWO,2019,,,,,,0 days 02:15:18
Alex SAEKWO,2021,,,,,,0 days 02:10:59
Alex SAEKWO,2022,,,,,,0 days 02:13:45
Alex SAEKWO,2023,,,,,0 days 01:03:47,0 days 02:09:08
Alex SAEKWO,2024,,,,,,0 days 02:23:11
Alexander Mutiso MUNYAO,2014,,,,0 days 00:13:43.060000,,
Alexander Mutiso MUNYAO,2015,,0 days 00:28:03.070000,,0 days 00:13:30.760000,,
Alexander Mutiso MUNYAO,2016,,0 days 00:27:39.250000,,0 days 00:13:21.900000,0 days 01:00:59,
Alexander Mutiso MUNYAO,2017,,0 days 00:27:41.540000,,0 days 00:13:25.750000,0 days 01:00:57,
Alexander Mutiso MUNYAO,2018,,0 days 00:27:42.160000,,0 days 00:13:28.030000,0 days 01:00:11,
Alexander Mutiso MUNYAO,2019,,0 days 00:27:44.810000,,0 days 00:13:28.180000,0 days 01:01:10,
Alexander Mutiso MUNYAO,2020,,0 days 00:27:30.810000,,0 days 00:13:30.150000,0 days 00:57:59,
Alexander Mutiso MUNYAO,2021,,0 days 00:27:23.030000,,0 days 00:13:28.270000,0 days 00:59:20,
Alexander Mutiso MUNYAO,2022,0 days 00:27:35,0 days 00:27:29.850000,,,0 days 00:58:48,0 days 02:03:29
Alexander Mutiso MUNYAO,2023,0 days 00:27:48,0 days 00:27:47.560000,,0 days 00:13:32.750000,0 days 00:59:17,0 days 02:03:11
Alexander Mutiso MUNYAO,2024,,0 days 00:29:13.060000,,,0 days 00:59:37,0 days 02:04:01
Alexander NILSSON,2012,,,0 days 00:04:01.760000,,,
Alexander NILSSON,2013,,,0 days 00:03:56.950000,0 days 00:15:32.440000,,
Alexander NILSSON,2014,,,0 days 00:03:55.390000,0 days 00:14:58.270000,,
Alexander NILSSON,2015,,,0 days 00:03:54.650000,0 days 00:15:13.760000,,
Alexander NILSSON,2016,,0 days 00:31:54.060000,0 days 00:03:52.610000,0 days 00:15:20.110000,,
Alexander NILSSON,2017,,,0 days 00:03:48.960000,0 days 00:14:46.730000,,
Alexander NILSSON,2018,,,0 days 00:03:51.450000,0 days 00:14:59.720000,,
Alexander NILSSON,2019,,0 days 00:30:39.840000,0 days 00:03:48.320000,0 days 00:14:26.890000,,
Alexander NILSSON,2020,,,0 days 00:03:48.600000,0 days 00:14:48.580000,,
Alexander NILSSON,2021,,0 days 00:29:36.580000,0 days 00:03:45.770000,0 days 00:14:11.860000,,
Alexander NILSSON,2022,,0 days 00:30:42.870000,0 days 00:03:45.070000,0 days 00:14:20.530000,,
Alexander NILSSON,2023,,,0 days 00:03:42.270000,0 days 00:14:19.910000,,
Alexander NILSSON,2024,,,0 days 00:03:48.590000,,,
Alexander STITT,2017,,,0 days 00:04:00.360000,,,
Alexander STITT,2018,,,0 days 00:03:57.350000,,,
Alexander STITT,2019,,,0 days 00:03:51.280000,0 days 00:15:26.300000,,
Alexander STITT,2020,,,0 days 00:03:47.700000,0 days 00:14:28.700000,,
Alexander STITT,2021,,,0 days 00:03:44.880000,,,
Alexander STITT,2023,,,0 days 00:03:40.620000,,,
Alexander STITT,2024,,,0 days 00:03:38.350000,,,
Alexandre FIGUEIREDO,2017,,,,0 days 00:14:56.890000,,
Alexandre FIGUEIREDO,2018,,0 days 00:30:49.590000,0 days 00:03:56.230000,,,
Alexandre FIGUEIREDO,2019,,0 days 00:29:57.100000,0 days 00:03:56.940000,0 days 00:14:20.290000,,
Alexandre FIGUEIREDO,2020,0 days 00:30:11,,0 days 00:03:51.380000,,,
Alexandre FIGUEIREDO,2021,,,0 days 00:03:53.600000,0 days 00:14:07.020000,,
Alexandre FIGUEIREDO,2022,0 days 00:29:43,0 days 00:29:31.170000,0 days 00:03:46.780000,0 days 00:14:00.770000,,
Alexandre FIGUEIREDO,2023,,0 days 00:28:58.090000,0 days 00:03:47.170000,0 days 00:13:56.370000,,
Alexis GODEFROY,2021,0 days 00:31:02,,,,,
Alexis GODEFROY,2022,0 days 00:29:56,,,0 days 00:14:26.510000,0 days 01:04:13,
Alexis GODEFROY,2023,0 days 00:29:30,0 days 00:29:44.670000,0 days 00:04:04.420000,0 days 00:14:25.510000,0 days 01:02:28,0 days 02:13:32
Alexis MIELLET,2012,,,0 days 00:03:58.150000,,,
Alexis MIELLET,2013,,,0 days 00:03:51.840000,,,
Alexis MIELLET,2014,,,0 days 00:03:43.620000,,,
Alexis MIELLET,2015,,,0 days 00:03:42.470000,,,
Alexis MIELLET,2016,0 days 00:31:00,,0 days 00:03:45.030000,,,
Alexis MIELLET,2017,0 days 00:30:20,,0 days 00:03:39.550000,,,
Alexis MIELLET,2018,,,0 days 00:03:37.560000,,,
Alexis MIELLET,2019,0 days 00:28:44,,0 days 00:03:34.230000,,,
Alexis MIELLET,2020,,,0 days 00:03:40.920000,,,
Alexis MIELLET,2021,0 days 00:29:53,,0 days 00:03:36.030000,,,
Alexis MIELLET,2022,,,0 days 00:03:39.260000,,,
Alexis MIELLET,2023,0 days 00:28:49,,0 days 00:03:35.250000,0 days 00:13:22.550000,,
Alexis REGENT,2015,,,0 days 00:04:02.990000,,,
Alexis REGENT,2017,,,0 days 00:03:59.760000,,,
Alexis REGENT,2022,,,0 days 00:03:47.710000,,,
Alexis REGENT,2023,,,0 days 00:03:47.090000,,,
Alexis REGENT,2024,,,0 days 00:03:44.360000,,,
Alfie MANTHORPE,2019,,,0 days 00:03:59.420000,0 days 00:14:50.240000,,
Alfie MANTHORPE,2021,0 days 00:29:08,,0 days 00:03:54.080000,,,
Alfie MANTHORPE,2022,,0 days 00:30:18.280000,0 days 00:03:53.560000,0 days 00:14:04.570000,,
