Name,Year,10 Kilometres Road,"10,000 Metres",1500 Metres,5000 Metres,Half Marathon,Marathon
Carlos SAN MARTÍN,2023,,,0 days 00:03:41.990000,0 days 00:13:38.280000,,
Carlos SAN MARTÍN,2024,,,0 days 00:03:57.230000,0 days 00:15:17.170000,,
Carson SMITH,2022,,,0 days 00:03:56.960000,0 days 00:14:38.540000,,
Carson SMITH,2023,,,0 days 00:03:45.250000,0 days 00:14:57.440000,,
Carson SMITH,2024,,,0 days 00:03:41.480000,,,
Carter SOLOMON,2022,,,,0 days 00:13:52.670000,,
Carter SOLOMON,2023,,0 days 00:30:18.840000,,0 days 00:13:26.110000,,
Carter SOLOMON,2024,,0 days 00:29:47.220000,0 days 00:03:43.040000,0 days 00:13:44.950000,,
Casey CLINGER,2020,,,,0 days 00:13:41.230000,,
Casey CLINGER,2021,,,0 days 00:03:38.160000,0 days 00:13:24.890000,,
Casey CLINGER,2022,,0 days 00:28:16.150000,0 days 00:03:42.510000,0 days 00:13:17.360000,,
Casey CLINGER,2023,,0 days 00:28:01.670000,0 days 00:03:41.760000,0 days 00:13:36.270000,,
Casey CLINGER,2024,,0 days 00:27:57.900000,,0 days 00:13:24.080000,,
Casey COMBER,2015,,,,0 days 00:14:48.510000,,
Casey COMBER,2016,,,0 days 00:03:55.060000,0 days 00:14:39.620000,,
Casey COMBER,2017,,,0 days 00:03:47.110000,0 days 00:14:40.260000,,
Casey COMBER,2018,,,0 days 00:03:45.810000,0 days 00:14:06.900000,,
Casey COMBER,2019,,,0 days 00:03:42.540000,0 days 00:14:18.590000,,
Casey COMBER,2020,,,,0 days 00:14:18.030000,,
Casey COMBER,2021,,,0 days 00:03:37.760000,,,
Casey COMBER,2022,,,0 days 00:03:41.710000,0 days 00:13:55.510000,,
Casey COMBER,2023,,,0 days 00:03:34.240000,0 days 00:13:31.850000,,
Casey COMBER,2024,,,0 days 00:03:36.740000,,,
Cathal DOYLE,2017,,,0 days 00:03:55.970000,0 days 00:14:57.610000,,
Cathal DOYLE,2018,,,0 days 00:03:47.830000,,,
Cathal DOYLE,2019,,,0 days 00:03:42.640000,0 days 00:14:39.250000,,
Cathal DOYLE,2021,,,0 days 00:03:39.210000,,,
Cathal DOYLE,2022,,,0 days 00:03:37.570000,0 days 00:13:38.010000,,
Cathal DOYLE,2023,,,0 days 00:03:36.850000,,,
Cathal DOYLE,2024,,,0 days 00:03:36.020000,,,
Chakib LACHGAR,2013,,,0 days 00:03:56.420000,,,
Chakib LACHGAR,2014,,,0 days 00:03:52.830000,,,
Chakib LACHGAR,2015,0 days 00:30:37,,0 days 00:03:44.400000,,,
Chakib LACHGAR,2016,,,0 days 00:03:42.200000,0 days 00:13:47.330000,,
Chakib LACHGAR,2017,0 days 00:30:39,,0 days 00:03:43.400000,0 days 00:13:43.610000,,
Chakib LACHGAR,2018,0 days 00:29:08,,0 days 00:03:40.460000,0 days 00:14:00.930000,,
Chakib LACHGAR,2019,0 days 00:29:57,,0 days 00:03:42.050000,0 days 00:13:55.270000,0 days 01:05:19,
Chakib LACHGAR,2022,,,,,,0 days 02:16:09
Chakib LACHGAR,2023,0 days 00:28:20,,,,0 days 01:01:45,0 days 02:11:11
Chakib LACHGAR,2024,,,,,0 days 01:06:53,0 days 02:12:47
Chala REGASA,2014,,,0 days 00:03:38.060000,,,
Chala REGASA,2015,,,0 days 00:03:37.240000,,,
Chala REGASA,2016,,,0 days 00:03:40.510000,,,
Chala REGASA,2017,,,0 days 00:03:34.570000,,,
Chala REGASA,2018,,,0 days 00:03:41.310000,0 days 00:13:06.980000,,
Chala REGASA,2019,0 days 00:27:23,,,0 days 00:13:12.710000,,
Chala REGASA,2020,0 days 00:28:00,,,,,
Chala REGASA,2021,,0 days 00:28:32.030000,,0 days 00:14:19.070000,0 days 01:00:38,
Chala REGASA,2022,,,,,0 days 00:59:10,
Chala REGASA,2023,,,,,,0 days 02:06:11
Chala REGASA,2024,,,,,,0 days 02:06:35
Chales MATATA,2023,,,,,0 days 01:00:05,
Chales MATATA,2024,,,,,0 days 01:00:39,
Challa GOSSA,2023,,,,,,0 days 02:07:43
Challa GOSSA,2024,,,,,,0 days 02:10:22
Chalu DESO,2017,,,,,0 days 01:08:06,
Chalu DESO,2018,,,,,,0 days 02:12:38
Chalu DESO,2019,,,,,,0 days 02:09:08
Chalu DESO,2020,,,,,,0 days 02:04:53
Chalu DESO,2021,,,,,,0 days 02:05:16
Chalu DESO,2022,,,,,,0 days 02:04:56
Chalu DESO,2023,,,,,,0 days 02:05:14
Chalu DESO,2024,,,,,,0 days 02:07:39
Chandler GIBBENS,2021,,0 days 00:29:38.520000,0 days 00:03:48.570000,0 days 00:14:05.740000,,
Chandler GIBBENS,2022,,,0 days 00:03:50.170000,0 days 00:13:59.810000,,
Chandler GIBBENS,2023,,0 days 00:29:40.920000,0 days 00:03:48.020000,0 days 00:13:28.710000,,
Chandler GIBBENS,2024,,0 days 00:28:12.140000,0 days 00:03:44.840000,0 days 00:13:33.130000,,
Chandon CHHIKARA,2021,,,0 days 00:03:46.400000,0 days 00:14:19.370000,,
Chandon CHHIKARA,2022,,,0 days 00:03:47.830000,0 days 00:14:06.020000,,
Chandon CHHIKARA,2023,,,0 days 00:03:43.410000,0 days 00:14:01.880000,,
Chandon CHHIKARA,2024,,,0 days 00:03:43.220000,0 days 00:14:20.850000,,
Charles Cheboi SIMOTWO,2015,,,0 days 00:03:35.860000,,,
Charles Cheboi SIMOTWO,2017,,,0 days 00:03:32.590000,,,
Charles Cheboi SIMOTWO,2018,,,0 days 00:03:32.610000,,,
Charles Cheboi SIMOTWO,2019,,,0 days 00:03:33.250000,,,
Charles Cheboi SIMOTWO,2021,,,0 days 00:03:30.300000,,,
Charles Cheboi SIMOTWO,2022,,,0 days 00:03:37.350000,,,
Charles Cheboi SIMOTWO,2023,,,0 days 00:03:33.890000,,,
Charles Cheboi SIMOTWO,2024,,,0 days 00:03:39.790000,,,
Charles GRETHEN,2009,,,0 days 00:03:59.140000,,,
Charles GRETHEN,2012,,,0 days 00:03:56.770000,,,
Charles GRETHEN,2013,,,0 days 00:03:49.650000,,,
Charles GRETHEN,2014,,,0 days 00:03:52.300000,,,
Charles GRETHEN,2015,,,0 days 00:03:50,,,
Charles GRETHEN,2016,,,0 days 00:03:45.050000,,,
Charles GRETHEN,2017,0 days 00:31:19,,0 days 00:03:39.020000,,,
Charles GRETHEN,2018,,,0 days 00:03:39.510000,,,
Charles GRETHEN,2019,,,0 days 00:03:42.180000,,,
Charles GRETHEN,2021,,,0 days 00:03:32.860000,,,
Charles GRETHEN,2022,,,0 days 00:03:33.160000,,,
Charles GRETHEN,2023,,,0 days 00:03:34.320000,,,
Charles GRETHEN,2024,,,0 days 00:03:35.990000,,,
Charles HICKS,2021,,0 days 00:27:47.630000,0 days 00:03:43.590000,0 days 00:13:33.890000,,
Charles HICKS,2022,,0 days 00:27:40.160000,0 days 00:03:52.880000,0 days 00:13:24.580000,,
Charles HICKS,2023,,0 days 00:27:57.470000,0 days 00:03:47.750000,0 days 00:13:22.050000,,
Charles HICKS,2024,,0 days 00:27:33.580000,,0 days 00:13:09.380000,,
Charles Kamau WANJIKU,2018,0 days 00:29:45,,,,,
Charles Kamau WANJIKU,2019,,0 days 00:29:52.050000,,,,
Charles Kamau WANJIKU,2020,,0 days 00:27:30.090000,,0 days 00:13:25.650000,,
Charles Kamau WANJIKU,2021,,0 days 00:27:18.890000,,0 days 00:13:58.780000,0 days 01:01:23,
Charles Kamau WANJIKU,2022,,0 days 00:27:33.460000,,,0 days 01:00:58,
Charles Kamau WANJIKU,2023,,0 days 00:27:40.580000,,0 days 00:13:42.740000,0 days 01:01:19,
Charles Kamau WANJIKU,2024,,,,,0 days 01:01:49,
Charles Kipkkurui LANGAT,2022,,,,,0 days 01:00:44,
Charles Kipkkurui LANGAT,2023,0 days 00:26:57,,,,0 days 00:58:53,
Charles MUNERIA,2014,0 days 00:28:50,,,,,
Charles MUNERIA,2015,,0 days 00:27:54.060000,,,,
Charles MUNERIA,2016,,0 days 00:27:57.070000,,0 days 00:13:23.790000,0 days 01:01:35,
Charles MUNERIA,2019,,0 days 00:28:13.910000,,0 days 00:13:43.040000,0 days 01:01:23,
Charles MUNERIA,2020,,0 days 00:28:26.770000,,,,
Charles MUNERIA,2021,0 days 00:29:08,0 days 00:28:46.330000,,,0 days 01:01:10,
Charles MUNERIA,2022,,0 days 00:28:44.450000,,0 days 00:14:01.440000,0 days 01:00:28,0 days 02:10:41
Charles MUNERIA,2023,,0 days 00:28:37.080000,,,0 days 01:00:31,0 days 02:08:54
Charles MUNERIA,2024,,,,,0 days 01:05:05,
Charles PHILIBERT-THIBOUTOT,2010,0 days 00:32:26,,0 days 00:03:52.500000,0 days 00:15:01.200000,,
Charles PHILIBERT-THIBOUTOT,2011,,,0 days 00:03:45.730000,,,
Charles PHILIBERT-THIBOUTOT,2012,,,0 days 00:03:41.750000,0 days 00:14:39.210000,,
Charles PHILIBERT-THIBOUTOT,2013,,,0 days 00:03:40.570000,0 days 00:14:35.770000,,
Charles PHILIBERT-THIBOUTOT,2014,,,0 days 00:03:38.330000,0 days 00:13:56.720000,,
Charles PHILIBERT-THIBOUTOT,2015,,,0 days 00:03:34.230000,,,
Charles PHILIBERT-THIBOUTOT,2016,,,0 days 00:03:34.240000,0 days 00:13:33.250000,,
Charles PHILIBERT-THIBOUTOT,2017,,,0 days 00:03:37.910000,,,
Charles PHILIBERT-THIBOUTOT,2018,,,0 days 00:03:37.210000,0 days 00:13:39.310000,0 days 01:09:15,
Charles PHILIBERT-THIBOUTOT,2019,,,,0 days 00:13:30.790000,,
Charles PHILIBERT-THIBOUTOT,2020,0 days 00:31:25,0 days 00:28:45.420000,,0 days 00:13:22.440000,,
Charles PHILIBERT-THIBOUTOT,2021,0 days 00:29:45,,0 days 00:03:34.430000,0 days 00:14:14.130000,,
Charles PHILIBERT-THIBOUTOT,2022,,0 days 00:28:11.810000,0 days 00:03:35.020000,0 days 00:13:12.760000,,
Charles PHILIBERT-THIBOUTOT,2023,,,0 days 00:03:32.940000,0 days 00:13:15.740000,,
Charles PHILIBERT-THIBOUTOT,2024,,0 days 00:27:54.660000,0 days 00:03:36.530000,,,
Charles ROTICH,2022,,,,0 days 00:13:39.400000,,
Charles ROTICH,2023,,,,0 days 00:13:42.220000,,
Charles ROTICH,2024,,,,0 days 00:13:39.160000,,
Charles WHEELER,2018,,,0 days 00:03:58.220000,,,
Charles WHEELER,2020,0 days 00:30:21,,0 days 00:03:49.270000,0 days 00:14:21.480000,,
Charles WHEELER,2021,,0 days 00:29:53.340000,,0 days 00:14:06.790000,,
Charles WHEELER,2022,,0 days 00:28:55.230000,0 days 00:03:41.730000,0 days 00:13:34.840000,,
Charles WHEELER,2023,,,0 days 00:03:42.050000,0 days 00:13:25.620000,,
Charles WHEELER,2024,,,,0 days 00:13:20.170000,,
Charlie DANNATT,2016,,,0 days 00:03:57.140000,,,
Charlie DANNATT,2017,,,0 days 00:03:46.200000,,,
Charlie DANNATT,2018,,,0 days 00:03:47.160000,,,
Charlie DANNATT,2019,,,0 days 00:04:00.250000,,,
Charlie DANNATT,2021,,,0 days 00:03:39.760000,,,
Charlie DANNATT,2022,,,0 days 00:03:41.090000,,,
Charlie DANNATT,2023,,,0 days 00:03:39.710000,,,
Charlie DANNATT,2024,,,0 days 00:03:47.200000,,,
Charlie O'DONOVAN,2015,,,0 days 00:04:10.990000,,,
Charlie O'DONOVAN,2016,,,0 days 00:03:54.360000,,,
Charlie O'DONOVAN,2017,,,0 days 00:03:48.670000,,,
Charlie O'DONOVAN,2018,,,0 days 00:03:47.530000,,,
Charlie O'DONOVAN,2021,,,0 days 00:03:40.950000,,,
Charlie O'DONOVAN,2022,,,0 days 00:03:41.840000,,,
Charlie O'DONOVAN,2023,,,0 days 00:03:38.110000,0 days 00:14:27.100000,,
Charlie O'DONOVAN,2024,,,0 days 00:03:38.540000,,,
Charlie SIEBERT,2022,,0 days 00:30:58.970000,0 days 00:03:54.710000,0 days 00:14:24.450000,,
Charlie SIEBERT,2023,,0 days 00:29:24.740000,,0 days 00:14:01.920000,,
Charlie SIEBERT,2024,,0 days 00:28:52.980000,,0 days 00:13:49.910000,,
Charlie SWEENEY,2018,,,,0 days 00:15:06.760000,,
Charlie SWEENEY,2019,,0 days 00:29:43.920000,0 days 00:03:55.800000,0 days 00:14:00.250000,,
Charlie SWEENEY,2020,,,,0 days 00:13:45.460000,,
Charlie SWEENEY,2021,,0 days 00:29:27.320000,,0 days 00:13:51,,
Charlie SWEENEY,2022,,0 days 00:28:33.390000,,0 days 00:13:37.750000,,
Charlie SWEENEY,2023,,0 days 00:28:28.050000,,0 days 00:13:36.090000,,
Charlie SWEENEY,2024,,,,,,0 days 02:23:15
Chikara YAMANO,2019,,,,0 days 00:14:21.670000,,
Chikara YAMANO,2020,,0 days 00:28:36.180000,,0 days 00:14:02.860000,,
Chikara YAMANO,2021,,0 days 00:28:32.710000,,0 days 00:13:54.170000,,
Chikara YAMANO,2022,,0 days 00:29:13.190000,,0 days 00:13:47.670000,0 days 01:00:40,
Chikara YAMANO,2023,,0 days 00:27:56.850000,,,,0 days 02:16:25
Chikara YAMANO,2024,,0 days 00:28:20.610000,,0 days 00:13:59.440000,,
Chimdessa DEBELE,2019,,0 days 00:29:28.090000,,,,
Chimdessa DEBELE,2021,0 days 00:27:14,,,,0 days 01:00:15,
Chimdessa DEBELE,2022,0 days 00:27:10,0 days 00:27:46.380000,,0 days 00:13:59.090000,0 days 01:00:18,
Chimdessa DEBELE,2023,0 days 00:27:24,0 days 00:27:55.300000,,,0 days 01:01:27,
Chimdessa DEBELE,2024,0 days 00:27:27,,,,0 days 01:00:23,
Chio NISHIKAWA,2020,0 days 00:29:49,,,0 days 00:14:36.920000,,
Chio NISHIKAWA,2021,,0 days 00:29:51.080000,,0 days 00:14:13.260000,0 days 01:05:20,
Chio NISHIKAWA,2022,,0 days 00:28:58.980000,0 days 00:03:52.600000,,0 days 01:05:22,
Chio NISHIKAWA,2023,,0 days 00:28:25.330000,,0 days 00:14:03.770000,0 days 01:02:19,
Chio NISHIKAWA,2024,,,,,0 days 01:01:55,
Christian NOBLE,2016,,,,0 days 00:15:19.270000,,
Christian NOBLE,2017,,,0 days 00:03:55.190000,0 days 00:14:30.630000,,
Christian NOBLE,2018,,,,0 days 00:14:48.130000,,
Christian NOBLE,2019,,0 days 00:32:42.820000,,0 days 00:14:23.680000,,
Christian NOBLE,2020,,,,0 days 00:13:48.680000,,
Christian NOBLE,2021,,,0 days 00:03:46.820000,0 days 00:13:37.390000,,
Christian NOBLE,2022,,,0 days 00:03:36,0 days 00:13:24.780000,,
Christian NOBLE,2023,,,0 days 00:03:35.840000,0 days 00:13:59.180000,,
Christian NOBLE,2024,,,0 days 00:03:39.340000,0 days 00:15:03.550000,,
Christian PACHECO,2013,,,,0 days 00:14:55.550000,,
Christian PACHECO,2014,,0 days 00:30:18.240000,,0 days 00:14:24.890000,0 days 01:06:07,
Christian PACHECO,2015,0 days 00:29:41,0 days 00:30:19.090000,,,0 days 01:03:40,
Christian PACHECO,2016,,,,,0 days 01:06:45,0 days 02:12:16
Christian PACHECO,2017,,0 days 00:29:18.860000,,0 days 00:14:02.640000,,
Christian PACHECO,2018,,0 days 00:29:29.230000,,0 days 00:14:27.930000,0 days 01:03:15,0 days 02:11:19
Christian PACHECO,2019,,,,,,0 days 02:09:31
Christian PACHECO,2020,,0 days 00:29:44.770000,,0 days 00:14:13.630000,,
Christian PACHECO,2021,,0 days 00:29:30.790000,,0 days 00:14:00.280000,,0 days 02:22:12
Christian PACHECO,2022,,0 days 00:28:56.880000,,,0 days 01:02:50,0 days 02:09:08
Christian PACHECO,2023,,0 days 00:28:51.170000,,,0 days 01:03:38,0 days 02:07:38
Christian PACHECO,2024,,0 days 00:29:23.250000,,0 days 00:14:01.540000,,
Christian RICKETTS,2018,,,0 days 00:03:57.330000,0 days 00:14:33.030000,,
Christian RICKETTS,2019,,0 days 00:31:11.410000,0 days 00:04:01.720000,0 days 00:14:34.150000,,
Christian RICKETTS,2020,,,,0 days 00:14:23.970000,,
Christian RICKETTS,2021,,0 days 00:28:40.620000,0 days 00:03:59.200000,0 days 00:13:54.650000,,
Christian RICKETTS,2023,,0 days 00:28:43.640000,0 days 00:03:48.780000,0 days 00:13:47.430000,,
Christian RICKETTS,2024,,0 days 00:28:17.780000,,,,
Christoffer Frost JOHANSEN,2019,,,0 days 00:03:49.690000,,,
Christoffer Frost JOHANSEN,2021,,,0 days 00:03:44.070000,,,
Christoffer Frost JOHANSEN,2022,0 days 00:30:54,,0 days 00:03:42.980000,,,
Christoffer Frost JOHANSEN,2023,0 days 00:30:42,,0 days 00:03:41.790000,0 days 00:14:11.490000,,
Christoffer Frost JOHANSEN,2024,0 days 00:30:35,,0 days 00:04:00.880000,,,
Christoph KESSLER,2014,,,0 days 00:04:03.030000,,,
Christoph KESSLER,2015,,,0 days 00:03:49.730000,,,
Christoph KESSLER,2016,,,0 days 00:03:46.380000,,,
Christoph KESSLER,2017,,,0 days 00:03:46.350000,,,
Christoph KESSLER,2018,,,0 days 00:03:41.700000,,,
Christoph KESSLER,2019,,,0 days 00:03:41.910000,,,
Christoph KESSLER,2021,,,0 days 00:03:40.100000,,,
Christoph KESSLER,2022,,,0 days 00:03:36.630000,,,
Christoph KESSLER,2023,0 days 00:31:24,,0 days 00:03:39.090000,,,
Christoph KESSLER,2024,,,0 days 00:03:47.300000,,,
Christoph Maximilian SCHRICK,2019,,,0 days 00:04:04.200000,,,
Christoph Maximilian SCHRICK,2020,0 days 00:30:51,,0 days 00:03:52.160000,,,
Christoph Maximilian SCHRICK,2021,,,0 days 00:03:46.620000,,,
Christoph Maximilian SCHRICK,2022,,,0 days 00:03:42.100000,,,
Christoph Maximilian SCHRICK,2023,,,0 days 00:03:41.750000,,,
Christoph Maximilian SCHRICK,2024,,,0 days 00:03:44.700000,0 days 00:14:50.370000,,
Christopher HUNTER,2021,,0 days 00:30:59.440000,0 days 00:03:56.300000,0 days 00:14:35.670000,,
Christopher HUNTER,2022,,0 days 00:30:59.820000,0 days 00:03:55.310000,0 days 00:14:19.190000,,
Christopher HUNTER,2023,,,0 days 00:03:55.950000,0 days 00:13:47.780000,,
Christopher HUNTER,2024,,0 days 00:30:04.030000,0 days 00:03:53.750000,0 days 00:13:50.890000,,
Ciren ZHAXI,2019,,,0 days 00:03:59.930000,0 days 00:14:46.900000,,
Ciren ZHAXI,2021,,0 days 00:30:13.520000,,0 days 00:14:37.550000,,
Ciren ZHAXI,2022,,0 days 00:31:03.820000,,0 days 00:14:29.390000,,0 days 02:23:54
Ciren ZHAXI,2023,,0 days 00:28:45.640000,0 days 00:03:52.060000,0 days 00:13:55.340000,,0 days 02:16:55
Ciren ZHAXI,2024,,0 days 00:29:02.210000,0 days 00:03:56.080000,0 days 00:14:24.830000,0 days 01:01:57,
Clayton YOUNG,2016,,0 days 00:29:34,,0 days 00:14:04.160000,,
Clayton YOUNG,2017,,0 days 00:28:45.360000,,0 days 00:13:45.250000,,
Clayton YOUNG,2018,,0 days 00:28:27.480000,,0 days 00:13:37.600000,,
Clayton YOUNG,2019,,0 days 00:28:18.500000,0 days 00:03:48.810000,0 days 00:13:31.790000,0 days 01:03:40,
Clayton YOUNG,2020,,0 days 00:28:47.140000,,0 days 00:14:04.940000,,0 days 02:29:46
Clayton YOUNG,2021,0 days 00:28:49,0 days 00:28:52.270000,,0 days 00:14:14.660000,0 days 01:01:18,0 days 02:16:07
Clayton YOUNG,2022,,,,,,0 days 02:11:51
Clayton YOUNG,2023,,,,,,0 days 02:08:00
Clayton YOUNG,2024,0 days 00:29:31,,,,0 days 01:05:35,0 days 02:09:06
Clement TOUATI,2018,,,0 days 00:04:07.020000,0 days 00:15:15.780000,,
Clement TOUATI,2020,,,0 days 00:03:52.400000,0 days 00:14:56.430000,,
Clement TOUATI,2021,,0 days 00:30:32.940000,0 days 00:03:48.760000,,,
Clement TOUATI,2022,,,0 days 00:03:44.800000,,,
Clement TOUATI,2023,0 days 00:29:52,,0 days 00:03:42.050000,,,
Clement TOUATI,2024,0 days 00:29:18,,0 days 00:03:49.720000,,,
Cleophas Kandie MEYAN,2019,,0 days 00:27:48.870000,,0 days 00:13:30.800000,,
Cleophas Kandie MEYAN,2020,,0 days 00:27:20.340000,,0 days 00:13:27.370000,,
Cleophas Kandie MEYAN,2021,,0 days 00:27:36.060000,,0 days 00:13:29.330000,,
Cleophas Kandie MEYAN,2022,,0 days 00:27:46.460000,,0 days 00:13:26.620000,,
Cleophas Kandie MEYAN,2023,0 days 00:28:36,0 days 00:27:53.450000,,0 days 00:13:28.590000,0 days 00:59:18,
Cleophas Kandie MEYAN,2024,,,,,0 days 01:00:55,
Cole HOCKER,2020,,,,0 days 00:13:32.950000,,
Cole HOCKER,2021,,,0 days 00:03:31.400000,0 days 00:13:18.950000,,
Cole HOCKER,2022,,,0 days 00:03:35.180000,0 days 00:13:08.550000,,
Cole HOCKER,2023,,,0 days 00:03:30.700000,,,
Cole HOCKER,2024,,,0 days 00:03:36.690000,0 days 00:13:08.250000,,
Cole SPROUT,2018,,,0 days 00:03:55.480000,,,
Cole SPROUT,2020,,,0 days 00:03:54.230000,,,
Cole SPROUT,2021,,,0 days 00:03:42.270000,0 days 00:13:43.920000,,
Cole SPROUT,2022,,0 days 00:27:42.420000,0 days 00:03:49.500000,0 days 00:13:24.380000,,
Cole SPROUT,2023,,0 days 00:28:30.910000,0 days 00:03:47.900000,0 days 00:13:42.270000,,
Cole SPROUT,2024,,0 days 00:28:17.690000,0 days 00:03:44.270000,0 days 00:13:30.370000,,
Colin BENNIE,2013,,,0 days 00:03:54.940000,,,
Colin BENNIE,2014,,,,0 days 00:14:55.240000,,
Colin BENNIE,2015,,0 days 00:29:50.640000,,0 days 00:13:53.930000,,
Colin BENNIE,2016,,0 days 00:28:52.720000,,0 days 00:13:38.810000,,
Colin BENNIE,2017,,0 days 00:29:20.560000,,0 days 00:13:51.930000,,
Colin BENNIE,2018,0 days 00:29:17,0 days 00:28:37.040000,,0 days 00:14:02.160000,,
Colin BENNIE,2019,0 days 00:29:01,,,,0 days 01:02:46,
Colin BENNIE,2020,,,,,,0 days 02:09:38
Colin BENNIE,2021,0 days 00:28:55,0 days 00:28:04.250000,,0 days 00:13:52.700000,,
Colin BENNIE,2022,0 days 00:29:17,,,0 days 00:13:48.060000,,
Colin BENNIE,2023,,,,,0 days 01:03:08,
Colin BENNIE,2024,,,,,,0 days 02:12:17
Colin SAHLMAN,2020,,,,0 days 00:14:27.030000,,
Colin SAHLMAN,2021,,,0 days 00:03:46.390000,,,
Colin SAHLMAN,2022,,,0 days 00:03:39.060000,,,
Colin SAHLMAN,2023,,,0 days 00:03:38.300000,0 days 00:13:42.980000,,
Colin SAHLMAN,2024,,,0 days 00:03:33.960000,0 days 00:13:38.960000,,
Collin BOLER,2022,,,0 days 00:03:53.890000,,,
Collin BOLER,2023,,,0 days 00:03:53.590000,,,
Collin BOLER,2024,,,0 days 00:03:41.210000,,,
Collins KIPKEMBOI,2023,,,,,0 days 01:01:34,
Collins KIPKEMBOI,2024,,,,,0 days 01:01:38,
Collins Kipkirui KIPKORIR,2021,,0 days 00:30:51.630000,,,,
Collins Kipkirui KIPKORIR,2023,,,,,0 days 01:02:04,
Collins Kipkirui KIPKORIR,2024,,,,,,0 days 02:06:44
Conner MANTZ,2014,,0 days 00:31:01.250000,,0 days 00:14:24.330000,,
Conner MANTZ,2018,,0 days 00:28:57.830000,,0 days 00:13:52.120000,,
Conner MANTZ,2019,,0 days 00:28:18.180000,0 days 00:03:45.390000,0 days 00:13:29.730000,,
Conner MANTZ,2020,,0 days 00:28:07.700000,,0 days 00:13:51.220000,,
Conner MANTZ,2021,,0 days 00:27:41.160000,0 days 00:03:37.960000,0 days 00:13:24.780000,0 days 01:00:55,
Conner MANTZ,2022,0 days 00:28:05,0 days 00:27:25.230000,,0 days 00:13:10.240000,0 days 01:01:40,0 days 02:08:16
Conner MANTZ,2023,0 days 00:27:58,0 days 00:27:25.300000,0 days 00:03:37.920000,0 days 00:13:30.850000,0 days 01:01:12,0 days 02:07:47
Conner MANTZ,2024,,,,,,0 days 02:09:05
Connor BURNS,2022,,,0 days 00:03:59.880000,,,
Connor BURNS,2023,,,0 days 00:03:42.210000,0 days 00:13:37.300000,,
Connor MCCORMICK,2024,,,0 days 00:03:40.810000,,,
Connor WHITELEY,2019,,,0 days 00:04:05.900000,,,
Connor WHITELEY,2021,0 days 00:31:38,,,,,
Connor WHITELEY,2022,0 days 00:31:05,,0 days 00:03:47.050000,0 days 00:14:35.400000,,
Connor WHITELEY,2023,0 days 00:30:06,,0 days 00:03:40.760000,0 days 00:14:16.440000,,
Connor WHITELEY,2024,,,0 days 00:03:36.190000,,,
Cooper TEARE,2017,,,0 days 00:03:46.460000,,,
Cooper TEARE,2018,,,0 days 00:03:43.910000,0 days 00:13:46.460000,,
Cooper TEARE,2019,,,0 days 00:03:43.130000,0 days 00:13:32.730000,,
Cooper TEARE,2020,,,,0 days 00:13:17.130000,,
Cooper TEARE,2021,,,0 days 00:03:35.970000,0 days 00:13:12.270000,,
Cooper TEARE,2022,,,0 days 00:03:34.810000,0 days 00:13:06.730000,,
Cooper TEARE,2023,,,0 days 00:03:32.740000,0 days 00:13:12.730000,,
Cooper TEARE,2024,,,0 days 00:03:32.160000,,,
Cormac DALTON,2019,,,0 days 00:03:55.620000,0 days 00:15:04.400000,,
Cormac DALTON,2021,,0 days 00:29:19.750000,0 days 00:03:46.500000,0 days 00:13:59.040000,,
Cormac DALTON,2022,,0 days 00:28:50.060000,0 days 00:03:48.640000,0 days 00:13:43.770000,,
Cormac DALTON,2023,,0 days 00:28:04.290000,,0 days 00:13:27.810000,,
Cormac DALTON,2024,,,0 days 00:03:45.950000,,,
Cornelius KEMBOI,2019,,,0 days 00:03:48.070000,,,
Cornelius KEMBOI,2020,,,0 days 00:03:42.060000,,,
Cornelius KEMBOI,2021,0 days 00:28:11,,0 days 00:03:41.030000,0 days 00:13:42.010000,,
Cornelius KEMBOI,2022,0 days 00:27:40,,,0 days 00:13:03.490000,,
Cornelius KEMBOI,2023,0 days 00:28:25,,,0 days 00:13:00.680000,,
Cornelius KEMBOI,2024,,,,0 days 00:13:02.490000,,
Cornelius KIBET,2016,,,0 days 00:03:52.050000,,,
Cornelius KIBET,2022,,,,,,0 days 02:08:24
Cornelius KIBET,2023,,,,,,0 days 02:08:02
Cosmas Mwangi BOI,2021,,,,0 days 00:13:22.010000,,
Cosmas Mwangi BOI,2022,,0 days 00:27:15.580000,,0 days 00:13:17.830000,,
Cosmas Mwangi BOI,2023,0 days 00:27:29,0 days 00:27:24.830000,,0 days 00:13:23.270000,0 days 00:59:29,
Cosmas Mwangi BOI,2024,,,,0 days 00:13:26.930000,0 days 01:00:33,
Craig ENGELS,2012,,,0 days 00:03:52.060000,,,
Craig ENGELS,2013,,,0 days 00:03:45.510000,,,
Craig ENGELS,2015,,,0 days 00:03:40.280000,0 days 00:14:20.270000,,
Craig ENGELS,2016,,,0 days 00:03:37.660000,0 days 00:14:36.570000,,
Craig ENGELS,2017,,,0 days 00:03:35.950000,,,
Craig ENGELS,2018,,,0 days 00:03:36.890000,,,
Craig ENGELS,2019,,,0 days 00:03:34.040000,,,
Craig ENGELS,2020,,,0 days 00:03:35.420000,,,
Craig ENGELS,2021,,,0 days 00:03:33.640000,0 days 00:13:36.910000,,
Craig ENGELS,2022,,,0 days 00:03:37.140000,,,
Craig ENGELS,2023,,,0 days 00:03:36.640000,,,
Craig ENGELS,2024,,,0 days 00:03:35.460000,,,
